chr	region_start	region_end	phenotype_id
chr9	99580668	101577889	ENSG00000170681.6_1
chr15	84386630	86380434	ENSG00000170776.21_17
chr8	55300200	57299637	ENSG00000170786.12_7
chr8	55211922	57205203	ENSG00000170791.17_2
chr3	96941833	98941715	ENSG00000170854.17_7
chr19	53201117	55200175	ENSG00000170889.13_3
chr6	51978744	53975859	ENSG00000170899.10_5
chr19	53103705	55101601	ENSG00000170906.15_4
chr11	30371813	32367594	ENSG00000170946.14_7
chr11	5319883	7318225	ENSG00000170955.9_3
chr19	40796801	42787608	ENSG00000170956.16_4
chr1	100237513	102236258	ENSG00000170989.8_3
chr8	77516775	79514532	ENSG00000171033.12_2
chr19	50745459	52745134	ENSG00000171051.8_5
chr2	35533088	37531697	ENSG00000171055.14_5
chr11	67266795	69261081	ENSG00000171067.10_4
chr2	27849835	29849420	ENSG00000171103.10_2
chr7	148872995	150872766	ENSG00000171130.17_7
chr2	44652273	46651235	ENSG00000171132.13_28
chr3	8891114	10890396	ENSG00000171135.13_1
chr3	8780056	10779789	ENSG00000171148.13_8
chr9	127161790	129159389	ENSG00000171159.4_2
chr1	247850015	248937425	ENSG00000171163.15_9
chr11	63823533	65823242	ENSG00000171219.8_32
chr4	68051450	70051314	ENSG00000171234.13_8
chr17	77995942	79990440	ENSG00000171302.16_5
chr10	96446358	98445350	ENSG00000171307.18_3
chr8	59682266	61678441	ENSG00000171316.11_41
chr6	42510183	44509648	ENSG00000171453.17_8
chr4	55648644	57647379	ENSG00000171476.21_7
chr4	157672254	159671999	ENSG00000171503.11_10
chr4	153568188	155562801	ENSG00000171564.11_2
chr1	8731835	10727481	ENSG00000171603.16_18
chr5	138651750	140646169	ENSG00000171604.11_9
chr1	8652684	10651221	ENSG00000171608.15_24
chr1	8540133	10538159	ENSG00000171612.6_6
chr11	72264562	74262846	ENSG00000171631.14_7
chr20	63050502	64321603	ENSG00000171703.16_4
chr5	140622024	142620192	ENSG00000171720.9_3
chr14	65510075	67507335	ENSG00000171723.15_23
chr1	5785477	7784620	ENSG00000171735.18_3
chr12	101837254	103836829	ENSG00000171759.9_22
chr10	132556122	133622519	ENSG00000171772.15_15
chr1	39979527	41979304	ENSG00000171793.13_19
chr1	10080195	12066600	ENSG00000171824.13_14
chr2	9121811	11120509	ENSG00000171848.13_10
chr10	86863131	88861414	ENSG00000171862.10_3
chr2	2575242	4574926	ENSG00000171863.12_7
chr19	14912817	16910256	ENSG00000171903.16_5
chr17	17782738	19774995	ENSG00000171928.13_5
chr20	52567067	54566975	ENSG00000171940.13_8
chr1	121350624	121736411	ENSG00000171943.11_3
chr17	16977969	18977348	ENSG00000171953.15_9
chr1	41662500	43658317	ENSG00000171960.10_3
chr19	1785737	3785225	ENSG00000172009.14_16
chr3	48096592	50094698	ENSG00000172053.17_24
chr3	47294391	49288745	ENSG00000172113.8_5
chr16	70359853	72356875	ENSG00000172137.18_10
chr8	119535804	121535030	ENSG00000172164.13_6
chr16	242773	2239454	ENSG00000172236.16_2
chr5	42526795	44525180	ENSG00000172239.13_11
chr11	118096761	120096451	ENSG00000172269.18_8
chr19	95981	1565646	ENSG00000172270.18_2
chr7	133647199	135646369	ENSG00000172331.11_4
chr7	99706348	101705931	ENSG00000172336.4_1
chr1	93974415	95974303	ENSG00000172339.9_6
chr3	66360790	68360224	ENSG00000172340.14_8
chr15	80159671	82159213	ENSG00000172349.17_17
chr7	99674185	101669385	ENSG00000172354.9_5
chr6	42645237	44644674	ENSG00000172426.15_5
chr2	239126785	241126209	ENSG00000172428.10_2
chr1	58298409	60296279	ENSG00000172456.17_7
chr11	64885002	66883381	ENSG00000172500.12_4
chr12	53830540	55829391	ENSG00000172551.10_4
chr14	21829925	23829368	ENSG00000172590.18_4
chr6	121789200	123786551	ENSG00000172594.12_4
chr11	64866463	66864421	ENSG00000172638.12_4
chr10	44727622	46397398	ENSG00000172661.17_17
chr10	44615775	46397398	ENSG00000172671.19_12
chr17	34350690	36197865	ENSG00000172716.16_6
chr11	66435554	68433827	ENSG00000172725.13_8
chr10	69299492	71298801	ENSG00000172731.13_6
chr11	64857481	66853912	ENSG00000172732.11_14
chr11	64823242	66816308	ENSG00000172757.12_9
chr3	128401512	130400820	ENSG00000172771.11_8
chr16	56152537	58151890	ENSG00000172775.16_6
chr9	102645	1120994	ENSG00000172785.18_12
chr5	111977168	113976361	ENSG00000172795.15_2
chr11	64834461	66832389	ENSG00000172803.17_14
chr12	51645009	53644365	ENSG00000172867.3_2
chr9	135658980	137658440	ENSG00000172889.15_10
chr13	33942968	35941884	ENSG00000172915.18_51
chr4	98202715	100201975	ENSG00000172955.17_7
chr2	110038675	112036404	ENSG00000172965.14_6
chr17	44023707	46023300	ENSG00000172992.11_8
chr11	66267865	68265171	ENSG00000173020.10_17
chr11	64655560	66653047	ENSG00000173039.18_8
chr7	63527052	65511015	ENSG00000173041.11_5
chr8	143374592	145075236	ENSG00000173137.11_8
chr11	63306020	65302063	ENSG00000173153.13_5
chr3	121578188	123577481	ENSG00000173200.12_12
chr2	60178356	62175172	ENSG00000173209.22_7
chr5	148142984	150141407	ENSG00000173210.19_11
chr3	120771079	122768243	ENSG00000173226.16_12
chr3	120663393	122662849	ENSG00000173230.15_20
chr11	63272405	65269364	ENSG00000173264.14_11
chr1	21653456	23652433	ENSG00000173369.15_3
chr1	229985945	231978861	ENSG00000173409.13_3
chr1	18484627	20481912	ENSG00000173436.13_6
chr11	64581872	66575220	ENSG00000173442.12_5
chr11	64570756	66570403	ENSG00000173465.7_3
chr3	46586953	48581233	ENSG00000173473.10_21
chr18	6567183	8566681	ENSG00000173482.16_22
chr11	63241278	65238415	ENSG00000173486.12_3
chr11	63236466	65234208	ENSG00000173511.9_4
chr3	48686026	50683560	ENSG00000173531.15_14
chr8	22104323	24100666	ENSG00000173535.13_5
chr11	65844922	67842646	ENSG00000173653.7_8
chr1	45308682	47303071	ENSG00000173660.11_2
chr2	230057027	232055720	ENSG00000173692.12_22
chr3	123966222	125965640	ENSG00000173706.12_6
chr1	234109901	236109073	ENSG00000173726.10_4
chr17	40966761	42960006	ENSG00000173786.16_3
chr17	40754960	42753365	ENSG00000173801.16_5
chr17	40690218	42688052	ENSG00000173812.10_2
chr17	79415171	81413750	ENSG00000173818.16_7
chr17	79260885	81260788	ENSG00000173821.19_64
chr1	43800524	45796879	ENSG00000173846.12_4
chr10	4413569	6412302	ENSG00000173848.18_4
chr3	167008977	169008487	ENSG00000173905.8_7
chr11	65665718	67664443	ENSG00000173914.11_1
chr10	102390986	104388749	ENSG00000173915.14_3
chr17	78028089	80022679	ENSG00000173918.14_7
chr11	65638708	67638496	ENSG00000173933.19_4
chr1	110346326	112346000	ENSG00000173947.13_3
chr3	194068796	196067917	ENSG00000173950.15_10
chr2	22927843	24927247	ENSG00000173960.13_5
chr1	83498444	85497275	ENSG00000174021.10_2
chr12	64279229	66276938	ENSG00000174099.10_4
chr4	37772834	39772019	ENSG00000174123.10_3
chr11	65526348	67518604	ENSG00000174165.7_4
chr1	168589536	170588830	ENSG00000174175.16_14
chr16	87707039	89706211	ENSG00000174177.12_7
chr15	40621642	42613142	ENSG00000174197.16_25
chr4	19703	1499059	ENSG00000174227.15_12
chr17	6459413	8459263	ENSG00000174282.11_4
chr1	200466172	202463320	ENSG00000174307.6_2
chr1	52062970	54061974	ENSG00000174348.13_7
chr14	34538837	36537942	ENSG00000174373.16_44
chr7	74098674	76092214	ENSG00000174428.16_5
chr15	65498283	67497540	ENSG00000174444.14_10
chr15	65490679	67489605	ENSG00000174446.12_2
chr12	109030698	111000197	ENSG00000174456.13_9
chr11	65510990	67509983	ENSG00000174483.19_14
chr3	111123012	113120668	ENSG00000174500.12_6
chr2	94839183	96836351	ENSG00000174501.14_55
chr1	204569994	206568852	ENSG00000174514.12_8
chr1	211992293	213990332	ENSG00000174606.13_8
chr3	132929176	134927730	ENSG00000174640.12_8
chr19	8412494	10412410	ENSG00000174652.17_3
chr11	65363054	67357752	ENSG00000174669.11_9
chr5	82052886	84051511	ENSG00000174695.9_6
chr12	30959719	32959367	ENSG00000174718.11_5
chr4	111637136	113636318	ENSG00000174720.15_2
chr11	196944	1530082	ENSG00000174775.16_3
chr4	55468085	57467274	ENSG00000174780.15_9
chr11	65287071	67282821	ENSG00000174851.15_7
chr11	65278254	67266795	ENSG00000174871.10_6
chr3	156543321	158543010	ENSG00000174899.10_3
chr11	179626	1439409	ENSG00000174915.11_3
chr19	4679742	6677978	ENSG00000174917.8_2
chr16	28906323	30904912	ENSG00000174943.9_7
chr3	146388355	148385582	ENSG00000174963.17_4
chr16	86882009	88880547	ENSG00000174990.4_4
chr6	159123047	161121166	ENSG00000175003.12_9
chr10	123985102	125984190	ENSG00000175029.16_11
chr3	141158010	143157354	ENSG00000175066.15_14
chr2	218419492	220416951	ENSG00000175084.11_3
chr17	14502704	16502129	ENSG00000175106.16_9
chr3	138007862	140005269	ENSG00000175110.11_8
chr9	132250402	134249474	ENSG00000175164.13_4
chr12	75858982	77858655	ENSG00000175183.9_4
chr3	182829468	184828819	ENSG00000175193.13_7
chr12	56519080	58516383	ENSG00000175197.11_1
chr13	99089230	101088788	ENSG00000175198.15_29
chr11	45677380	47674288	ENSG00000175220.11_2
chr19	226776	1866860	ENSG00000175221.14_15
chr11	45617855	47617511	ENSG00000175224.16_21
chr15	33379142	35378240	ENSG00000175265.17_3
chr9	127924270	129920568	ENSG00000175287.18_10
chr5	177209390	179208492	ENSG00000175309.14_2
chr8	37166391	39162928	ENSG00000175324.9_4
chr11	65002259	67000942	ENSG00000175334.7_2
chr18	11787153	13785263	ENSG00000175354.18_11
chr18	46810459	48808769	ENSG00000175387.15_5
chr8	18901824	20901584	ENSG00000175445.14_10
chr3	122897859	124896517	ENSG00000175455.14_11
chr5	93706642	95702699	ENSG00000175471.19_30
chr19	17391889	19388159	ENSG00000175489.9_1
chr11	72980395	74974024	ENSG00000175567.8_10
chr11	72883195	74870168	ENSG00000175575.12_6
chr11	72675943	74675396	ENSG00000175582.19_6
chr11	64892365	66883828	ENSG00000175592.8_3
chr8	72972673	74971480	ENSG00000175606.10_5
chr11	66428794	68427636	ENSG00000175634.14_6
chr17	16847303	18825012	ENSG00000175662.17_16
chr12	121078756	123077091	ENSG00000175727.13_7
chr2	109375752	111373568	ENSG00000175772.10_2
chr17	6243826	8242115	ENSG00000175826.11_9
chr9	127277127	129275016	ENSG00000175854.11_7
chr17	80036154	82034979	ENSG00000175866.15_29
chr17	75390005	77389187	ENSG00000175931.12_13
chr16	29949147	31948226	ENSG00000175938.6_3
chr18	11307694	13305618	ENSG00000176014.12_5
chr16	27534881	29435622	ENSG00000176046.8_2
chr11	32078856	34076789	ENSG00000176102.11_3
chr18	49625	1718981	ENSG00000176105.13_14
chr13	49083500	51081910	ENSG00000176124.11_3
chr11	32039863	34038988	ENSG00000176148.15_4
chr17	81102430	83101181	ENSG00000176155.18_9
chr10	130966689	132966445	ENSG00000176171.11_2
chr18	11254369	13254221	ENSG00000176194.17_3
chr17	29834464	31831780	ENSG00000176208.8_19
chr8	41541320	43541006	ENSG00000176209.11_2
chr1	31600583	33599836	ENSG00000176261.15_4
chr9	112256434	114255513	ENSG00000176386.8_3
chr17	29770762	31769086	ENSG00000176390.11_9
chr1	200983294	202982127	ENSG00000176393.10_5
chr7	98924423	100922628	ENSG00000176402.5_1
chr7	72667865	74667075	ENSG00000176428.5_3
chr16	27554737	29435622	ENSG00000176476.8_4
chr19	42482755	44474360	ENSG00000176531.10_10
chr19	1512094	3510411	ENSG00000176533.12_2
chr8	85471039	87468155	ENSG00000176623.11_15
chr17	31494260	33492196	ENSG00000176658.16_33
chr17	45293115	47292423	ENSG00000176681.14_5
chr2	240551712	242099260	ENSG00000176720.4_5
chr8	84214424	86213890	ENSG00000176731.11_2
chr5	178550678	180550388	ENSG00000176783.14_21
chr19	3769472	5768920	ENSG00000176840.11_5
chr17	82081076	83206566	ENSG00000176845.12_4
chr12	131687753	133262939	ENSG00000176894.9_3
chr12	131726697	133262939	ENSG00000176915.14_13
chr9	135945267	137943088	ENSG00000176919.11_3
chr3	194721323	196720648	ENSG00000176945.16_3
chr2	240584791	242099260	ENSG00000176946.11_3
chr16	27950859	29949272	ENSG00000176953.12_9
chr17	17328117	19326396	ENSG00000176974.19_14
chr9	136110854	138110493	ENSG00000176978.13_11
chr10	72754857	74744324	ENSG00000176986.15_14
chr11	196944	1644078	ENSG00000177030.16_4
chr5	54626040	56625796	ENSG00000177058.11_21
chr15	83639377	85639281	ENSG00000177082.12_4
chr12	131626229	133262939	ENSG00000177084.16_41
chr11	2828300	4826933	ENSG00000177105.9_2
chr11	191956	1694102	ENSG00000177106.14_21
chr18	12663354	14647965	ENSG00000177150.12_6
chr11	191956	1746854	ENSG00000177156.10_2
chr12	130929324	132929135	ENSG00000177192.13_3
chr11	191956	1766217	ENSG00000177225.16_8
chr9	136087343	138086545	ENSG00000177239.14_3
chr7	92130283	94126996	ENSG00000177409.11_2
chr12	78575615	80574621	ENSG00000177425.10_12
chr3	47924959	49918603	ENSG00000177479.19_8
chr12	6470978	8470665	ENSG00000177575.12_18
chr18	48478438	50477097	ENSG00000177576.11_1
chr11	179626	1799109	ENSG00000177595.17_3
chr1	154236277	156234256	ENSG00000177628.15_6
chr22	16380986	18084510	ENSG00000177663.13_11
chr11	179626	1818815	ENSG00000177666.16_7
chr1	10736490	12736081	ENSG00000177674.15_2
chr11	179626	1832828	ENSG00000177697.17_3
chr11	179626	1837342	ENSG00000177700.5_1
chr7	34918	1192225	ENSG00000177706.8_4
chr11	179626	1867111	ENSG00000177830.17_15
chr1	41807626	43806858	ENSG00000177868.11_1
chr5	114841484	116840986	ENSG00000177879.15_3
chr2	151717946	153717718	ENSG00000177917.10_2
chr9	135852681	137850550	ENSG00000177943.13_6
chr12	47149024	49147625	ENSG00000177981.10_5
chr12	62558916	64558486	ENSG00000177990.11_23
chr22	23586704	25584459	ENSG00000178026.12_3
chr3	45669495	47667814	ENSG00000178038.16_10
chr3	157572081	159567043	ENSG00000178053.17_4
chr19	3325829	5323977	ENSG00000178078.11_11
chr1	147808288	149807571	ENSG00000178104.19_22
chr15	29552451	31551771	ENSG00000178115.11_15
chr16	27846825	29846580	ENSG00000178188.14_8
chr11	107472236	109472083	ENSG00000178202.12_5
chr8	142915436	144914772	ENSG00000178209.14_43
chr4	68894	2052646	ENSG00000178222.12_15
chr17	20197287	22195366	ENSG00000178307.9_4
chr6	115101266	117100706	ENSG00000178425.13_11
chr9	5532871	7532386	ENSG00000178445.9_29
chr12	49112175	51111584	ENSG00000178449.8_5
chr3	47858388	49856597	ENSG00000178537.9_8
chr1	8848691	10847785	ENSG00000178585.14_7
chr17	30938603	32936761	ENSG00000178691.10_9
chr15	73901063	75899228	ENSG00000178761.14_4
chr16	88575770	90178093	ENSG00000178773.14_12
chr15	73891050	75889197	ENSG00000178802.17_7
chr17	46333002	48323291	ENSG00000178852.15_16
chr17	81442684	83206566	ENSG00000178927.17_6
chr19	37789278	39789118	ENSG00000178934.4_2
chr4	68894	1841597	ENSG00000178950.16_7
chr16	27842753	29841539	ENSG00000178952.10_3
chr17	7226521	9224798	ENSG00000178971.13_20
chr19	46778905	48777632	ENSG00000178980.14_1
chr5	53517817	55516842	ENSG00000178996.13_2
chr1	16409637	18406623	ENSG00000179051.13_11
chr19	38342474	40341326	ENSG00000179134.15_2
chr3	43342149	45338105	ENSG00000179152.19_5
chr19	11938911	13938378	ENSG00000179218.13_3
chr19	11946276	13940299	ENSG00000179262.9_4
chr15	73599449	75598348	ENSG00000179335.18_16
chr6	31659746	33659300	ENSG00000179344.16_6
chr8	143098691	145075236	ENSG00000179526.16_9
chr16	9867022	11862811	ENSG00000179583.18_24
chr17	7039384	9037892	ENSG00000179593.15_9
chr17	72284633	74283369	ENSG00000179604.9_2
chr12	46079978	48079586	ENSG00000179715.12_5
chr19	52866592	54865114	ENSG00000179820.15_2
chr16	13976272	15974412	ENSG00000179889.18_24
chr12	56254993	58253433	ENSG00000179912.20_25
chr8	142816466	144813793	ENSG00000179950.13_10
chr19	54488813	56488228	ENSG00000179954.15_9
chr19	54226640	56226284	ENSG00000180089.5_3
chr1	27555761	29551493	ENSG00000180098.9_3
chr5	12225	1443084	ENSG00000180104.15_8
chr8	141771835	143770709	ENSG00000180155.19_4
chr1	27506336	29504504	ENSG00000180198.15_3
chr11	45720650	47719110	ENSG00000180210.14_12
chr15	63687961	65687454	ENSG00000180304.14_5
chr7	29135326	31134497	ENSG00000180354.15_4
chr3	55557967	57556446	ENSG00000180376.16_8
chr2	45902128	47901270	ENSG00000180398.11_8
chr21	13961379	15960161	ENSG00000180530.10_4
chr10	90163321	92162565	ENSG00000180628.14_5
chr8	89623562	91621863	ENSG00000180694.13_8
chr13	20372690	22372565	ENSG00000180776.15_14
chr4	112900942	114899517	ENSG00000180801.13_2
chr10	69203972	71201282	ENSG00000180817.11_8
chr12	52985241	54984887	ENSG00000180818.4_5
chr8	142790931	144789533	ENSG00000180900.18_22
chr17	74034943	76031967	ENSG00000180901.10_5
chr2	240734805	242099260	ENSG00000180902.17_11
chr15	78899196	80898191	ENSG00000180953.11_1
chr16	68707866	70706804	ENSG00000181019.12_4
chr19	45746967	47746031	ENSG00000181027.10_4
chr3	41784719	43783652	ENSG00000181061.13_3
chr8	142684467	144679038	ENSG00000181135.15_9
chr5	170387428	172383485	ENSG00000181163.13_11
chr19	5426175	7425335	ENSG00000181240.13_3
chr17	81389327	83206566	ENSG00000181396.12_9
chr9	102645	1013449	ENSG00000181404.15_2
chr17	80117606	82116640	ENSG00000181409.11_7
chr3	99493215	101492126	ENSG00000181458.10_3
chr17	29969309	31968278	ENSG00000181481.13_7
chr17	44132821	46132591	ENSG00000181513.14_10
chr16	28456974	30453111	ENSG00000181625.17_5
chr8	141449564	143448771	ENSG00000181790.10_18
chr11	72883195	74870168	ENSG00000181924.6_3
chr12	48002427	49999589	ENSG00000181929.11_4
chr10	123008229	125007496	ENSG00000182022.17_2
chr15	89086097	91082337	ENSG00000182054.9_3
chr19	226776	2009511	ENSG00000182087.12_11
chr7	4307360	6306062	ENSG00000182095.14_22
chr16	70848620	72843436	ENSG00000182149.20_16
chr7	86326041	88324988	ENSG00000182165.17_3
chr17	74516156	76515685	ENSG00000182173.12_2
chr15	92035737	94034800	ENSG00000182175.13_5
chr10	72251027	74248145	ENSG00000182180.13_4
chr12	121980254	123978731	ENSG00000182196.13_1
chr5	175062270	177060160	ENSG00000182230.11_17
chr21	40168128	42167714	ENSG00000182240.15_12
chr3	22203112	24202985	ENSG00000182247.9_2
chr12	5988491	7988235	ENSG00000182326.14_11
chr17	3789681	5788553	ENSG00000182327.7_1
chr21	45288001	46689718	ENSG00000182362.13_3
chr14	38148295	40139940	ENSG00000182400.14_4
chr17	80557010	82555293	ENSG00000182446.13_27
chr17	75081970	77080823	ENSG00000182473.21_20
chr17	67035577	69035316	ENSG00000182481.8_10
chr17	75673441	77672170	ENSG00000182534.13_4
chr22	30213107	32212040	ENSG00000182541.17_3
chr4	182640402	184637924	ENSG00000182552.14_2
chr3	17347014	19344096	ENSG00000182568.16_19
chr3	41014063	43013040	ENSG00000182606.14_3
chr17	58110446	60109700	ENSG00000182628.12_3
chr21	36073530	38072876	ENSG00000182670.13_45
chr15	59347270	61345052	ENSG00000182718.16_12
chr1	24861387	26860240	ENSG00000182749.5_1
chr15	81537529	83536516	ENSG00000182774.10_3
chr17	3785330	5784905	ENSG00000182853.11_2
chr12	131197264	133195844	ENSG00000182870.12_9
chr21	44405579	46404862	ENSG00000182871.14_8
chr16	56670213	58667892	ENSG00000182885.16_4
chr3	133489751	135485692	ENSG00000182923.16_16
chr22	28270410	30265491	ENSG00000182944.17_17
chr6	25538632	27537942	ENSG00000182952.4_2
chr3	41905802	43905405	ENSG00000182983.14_5
chr17	6856812	8856182	ENSG00000183011.13_6
chr17	3500747	5498386	ENSG00000183018.8_11
chr17	80712290	82711683	ENSG00000183048.11_2
chr17	77187830	79187312	ENSG00000183077.15_8
chr13	112823031	114341521	ENSG00000183087.14_5
chr14	99537203	101536520	ENSG00000183092.16_14
chr5	148551960	150550480	ENSG00000183111.11_9
chr12	107591373	109589788	ENSG00000183160.8_3
chr22	41080333	43079557	ENSG00000183172.8_3
chr19	47993863	49991825	ENSG00000183207.13_9
chr21	43849872	45849046	ENSG00000183255.11_6
chr2	86003798	88002182	ENSG00000183281.14_6
chr12	50242581	52238183	ENSG00000183283.15_5
chr18	58431165	60430842	ENSG00000183287.13_8
chr1	85862977	87862417	ENSG00000183291.15_5
chr16	28456974	30440920	ENSG00000183336.8_3
chr1	37006008	38995898	ENSG00000183386.9_4
chr19	10345620	12341342	ENSG00000183401.11_6
chr16	13923524	15922534	ENSG00000183426.16_1
chr5	68561580	70548210	ENSG00000183474.15_5
chr21	40363791	42361709	ENSG00000183486.12_11
chr21	38177672	40174126	ENSG00000183527.11_2
chr14	98398210	100397259	ENSG00000183576.12_10
chr22	19018693	21016938	ENSG00000183597.15_12
chr10	118144387	120140568	ENSG00000183605.16_5
chr3	128279069	130278161	ENSG00000183624.13_5
chr14	91117029	93114427	ENSG00000183648.9_3
chr7	47088738	49088627	ENSG00000183696.13_7
chr16	19451644	21378777	ENSG00000183747.11_4
chr19	38085249	40080794	ENSG00000183760.10_11
chr16	14363810	16359043	ENSG00000183793.13_9
chr6	115752287	117751040	ENSG00000183807.7_2
chr14	104173307	106172641	ENSG00000183828.14_6
chr16	15322346	17317349	ENSG00000183889.12_2
chr2	18897449	20896432	ENSG00000183891.5_2
chr22	30064445	32064007	ENSG00000183963.18_15
chr17	80510282	82509884	ENSG00000184009.9_5
chr11	8138950	10138336	ENSG00000184014.7_26
chr12	121208213	123205350	ENSG00000184047.16_7
chr15	89999358	91997862	ENSG00000184056.14_2
chr16	27690810	29687389	ENSG00000184110.14_11
chr22	28556835	30554373	ENSG00000184117.11_6
chr1	204043193	205953275	ENSG00000184144.11_22
chr19	18201778	20201242	ENSG00000184162.14_3
chr22	48918375	50791377	ENSG00000184164.14_9
chr2	236966901	238966591	ENSG00000184182.18_10
chr15	83236034	85234003	ENSG00000184206.11_6
chr12	122458684	124457409	ENSG00000184209.14_3
chr12	50187707	52186286	ENSG00000184271.16_9
chr15	100621634	101931064	ENSG00000184277.12_6
chr14	28576506	30576390	ENSG00000184304.14_9
chr1	53642439	55641383	ENSG00000184313.19_28
chr11	179626	1392586	ENSG00000184363.9_6
chr1	108910507	110910008	ENSG00000184371.13_12
chr22	37112467	39111474	ENSG00000184381.18_10
chr8	142304436	144302059	ENSG00000184428.12_10
chr22	19999679	21997641	ENSG00000184436.11_2
chr6	168457250	170456905	ENSG00000184465.15_12
chr22	18933556	20875514	ENSG00000184470.20_19
chr8	140394861	142390213	ENSG00000184489.11_5
chr13	112759441	114343518	ENSG00000184497.12_13
chr12	63405098	65404016	ENSG00000184575.11_24
chr5	138476104	140474338	ENSG00000184584.12_7
chr17	76280757	78280402	ENSG00000184640.17_12
chr22	18863581	20714371	ENSG00000184702.17_3
chr12	93897062	95896886	ENSG00000184752.12_5
chr21	43768902	45767527	ENSG00000184787.18_2
chr7	109664053	111660603	ENSG00000184903.9_12
chr1	15044259	17043718	ENSG00000184908.17_16
chr17	44221932	46220913	ENSG00000184922.13_15
chr9	135950137	137947876	ENSG00000184925.11_6
chr12	131144467	133144279	ENSG00000184967.6_7
chr14	103753612	105606133	ENSG00000184990.12_5
chr10	73120851	75119929	ENSG00000185009.12_2
chr15	89230274	91229563	ENSG00000185043.10_2
chr4	982810	2982163	ENSG00000185049.14_6
chr14	84531013	86529823	ENSG00000185070.10_6
chr15	62125987	64119296	ENSG00000185088.13_3
chr1	36794212	38791207	ENSG00000185090.14_4
chr11	179626	1416873	ENSG00000185101.12_15
chr8	143291592	145075236	ENSG00000185122.10_14
chr22	30123163	32122656	ENSG00000185133.13_5
chr17	31009319	33007145	ENSG00000185158.12_14
chr12	131136735	133134238	ENSG00000185163.9_8
chr16	17418295	19417308	ENSG00000185164.14_27
chr11	179626	1405604	ENSG00000185187.12_3
chr8	142833781	144830894	ENSG00000185189.17_2
chr11	179626	1307121	ENSG00000185201.16_4
chr14	102124412	104121719	ENSG00000185215.8_2
chr7	55115037	57114391	ENSG00000185290.3_2
chr16	88682328	90104087	ENSG00000185324.21_5
chr22	28308373	30305397	ENSG00000185340.15_3
chr12	122713152	124712158	ENSG00000185344.13_21
chr17	80683567	82683308	ENSG00000185359.12_22
chr17	34093370	36091599	ENSG00000185379.20_12
chr22	49264062	50798635	ENSG00000185386.14_4
chr15	100654524	101888846	ENSG00000185418.15_22
chr21	38446323	40445566	ENSG00000185437.13_5
chr12	51447130	53446601	ENSG00000185479.5_1
chr12	56244293	58243237	ENSG00000185482.7_7
chr1	154185911	156183673	ENSG00000185499.16_3
chr11	196944	1612539	ENSG00000185507.19_4
chr1	15058966	17057320	ENSG00000185519.8_7
chr16	27622	1282755	ENSG00000185615.15_8
chr4	68894	1705720	ENSG00000185619.18_5
chr17	80843227	82843059	ENSG00000185624.14_12
chr11	179626	1236229	ENSG00000185627.17_13
chr16	3189518	5187749	ENSG00000185739.13_3
chr15	77810929	79810432	ENSG00000185787.14_17
chr21	36059421	38057250	ENSG00000185808.13_2
chr17	45581150	47516295	ENSG00000185829.17_2
chr17	30304599	32302226	ENSG00000185862.6_2
chr16	20834789	22834538	ENSG00000185864.16_5
chr15	43732292	45728026	ENSG00000185880.12_4
chr11	179626	1313340	ENSG00000185885.15_2
chr13	112297495	114297031	ENSG00000185896.10_4
chr3	48172948	50171435	ENSG00000185909.14_5
chr21	35034880	37033330	ENSG00000185917.13_4
chr9	94443264	96442234	ENSG00000185920.15_13
chr19	524373	2523783	ENSG00000185988.11_13
chr12	51607674	53607453	ENSG00000186049.8_2
chr17	73694628	75694207	ENSG00000186074.18_8
chr12	51514820	53513283	ENSG00000186081.11_4
chr7	76312817	78310679	ENSG00000186088.15_34
chr8	99512344	101508747	ENSG00000186106.11_6
chr19	2630533	4630085	ENSG00000186111.9_22
chr19	14878236	16877975	ENSG00000186115.12_9
chr2	118307001	120300903	ENSG00000186132.14_6
chr11	118001371	119997462	ENSG00000186166.8_9
chr19	14673530	16671801	ENSG00000186204.14_12
chr1	219787086	221786191	ENSG00000186205.12_8
chr3	111464650	113463384	ENSG00000186265.9_5
chr1	178083041	180081017	ENSG00000186283.13_3
chr12	109719687	111719458	ENSG00000186298.11_2
chr4	184397139	186394775	ENSG00000186352.8_4
chr15	29403975	31401299	ENSG00000186399.10_6
chr1	41464279	43462526	ENSG00000186409.14_14
chr6	122216641	124216180	ENSG00000186439.12_24
chr5	81274592	83273111	ENSG00000186468.12_2
chr7	154297833	156297158	ENSG00000186480.12_6
chr1	26322335	28319022	ENSG00000186501.14_3
chr1	15019545	17017653	ENSG00000186510.11_21
chr1	160051155	162046447	ENSG00000186517.13_4
chr2	108543355	110424725	ENSG00000186522.14_5
chr19	14641117	16640684	ENSG00000186529.15_4
chr19	43664129	45661831	ENSG00000186567.12_7
chr17	711559	2710631	ENSG00000186594.14_3
chr11	71685790	73685016	ENSG00000186635.14_35
chr11	71576785	73575592	ENSG00000186642.15_12
chr22	43669555	45667766	ENSG00000186654.20_9
chr22	22179934	24179365	ENSG00000186716.20_9
chr18	34252667	36250813	ENSG00000186814.13_2
chr12	112223300	114220488	ENSG00000186815.12_26
chr19	53644335	55643352	ENSG00000186818.12_11
chr17	40614034	42609610	ENSG00000186832.8_3
chr17	40582412	42580680	ENSG00000186847.5_7
chr21	44264496	46262739	ENSG00000186866.16_5
chr17	44894754	46894286	ENSG00000186868.15_12
chr14	93442616	95442399	ENSG00000186910.3_3
