Enseml.Gene.Id	Enseml.Prot.Id	UniProt.Id
ENSG00000144224.17	ENSP00000272638.9	Q92575
ENSG00000144231.11	ENSP00000272645.3	O15514
ENSG00000144283.23	ENSP00000374409.3	Q99569
ENSG00000144451.20	ENSP00000332592.5	Q8N0X2
ENSG00000144455.14	ENSP00000272902.5	Q8NBK3
ENSG00000144589.22	ENSP00000389383.1	Q8N1F8
ENSG00000144597.14	ENSP00000380054.2	Q96JC9
ENSG00000144711.16	ENSP00000480301.1	Q6DN90
ENSG00000144713.13	ENSP00000416429.2	P62910
ENSG00000144741.19	ENSP00000346955.6	Q70HW3
ENSG00000144834.14	ENSP00000419105.1	Q9UI15
ENSG00000144908.14	ENSP00000377083.3	O75891
ENSG00000145020.16	ENSP00000273588.3	P48728
ENSG00000145088.9	ENSP00000273668.2	Q96CJ1
ENSG00000145194.19	ENSP00000385846.3	P0DPD6
ENSG00000145214.14	ENSP00000273814.3	P52824
ENSG00000145216.16	ENSP00000336752.6	Q6UN15
ENSG00000145247.12	ENSP00000423014.1	Q56VL3
ENSG00000145287.11	ENSP00000309509.4	Q9NZF1
ENSG00000145321.13	ENSP00000273951.8	P02774
ENSG00000145349.18	ENSP00000425824.1	Q13557
ENSG00000145362.21	ENSP00000349588.4	Q01484
ENSG00000145390.12	ENSP00000509606.1	Q70EK8
ENSG00000145425.10	ENSP00000346050.3	P61247
ENSG00000145715.15	ENSP00000274376.6	P20936
ENSG00000145730.21	ENSP00000396493.3	P19021
ENSG00000145901.16	ENSP00000430760.1	Q15025
ENSG00000145919.11	ENSP00000309644.4	Q96IK1
ENSG00000145982.13	ENSP00000274680.4	O95363
ENSG00000146013.11	ENSP00000274721.3	O60609
ENSG00000146147.15	ENSP00000426290.1	Q5VWP3
ENSG00000146223.16	ENSP00000418221.3	Q6DKI1
ENSG00000146267.12	ENSP00000374328.4	Q5TGI0
ENSG00000146281.6	ENSP00000275072.4	Q8IYS1
ENSG00000146373.17	ENSP00000428698.2	Q8TC41
ENSG00000146457.16	ENSP00000479438.1	Q15007
ENSG00000146477.6	ENSP00000275300.2	O75751
ENSG00000146707.15	ENSP00000309233.4	Q6PJE2
ENSG00000146731.11	ENSP00000275603.4	P40227
ENSG00000146918.20	ENSP00000348657.3	Q86XI2
ENSG00000147364.17	ENSP00000342077.4	Q8TCJ0
ENSG00000147576.17	ENSP00000379865.3	Q8IWW8
ENSG00000147588.7	ENSP00000256103.2	P02689
ENSG00000147676.14	ENSP00000479708.1	Q969L2
ENSG00000147799.12	ENSP00000366522.2	Q9C0H5
ENSG00000147813.16	ENSP00000401508.2	Q6XQN6
ENSG00000147853.17	ENSP00000371230.3	Q9UIJ7
ENSG00000147862.18	ENSP00000370340.1	O00712
ENSG00000147996.17	ENSP00000371842.3	Q5RIA9
ENSG00000148019.14	ENSP00000496423.2	Q5JTW2
ENSG00000148090.12	ENSP00000364883.5	Q13825
ENSG00000148110.17	ENSP00000364493.3	Q5SR56
ENSG00000148120.18	ENSP00000364464.2	Q8N6M6
ENSG00000148154.10	ENSP00000363397.3	Q16739
ENSG00000148219.18	ENSP00000314038.4	O75129
ENSG00000148248.14	ENSP00000361057.3	O15260
ENSG00000148290.10	ENSP00000361042.3	Q15526
ENSG00000148300.12	ENSP00000361010.3	Q9GZR2
ENSG00000148335.15	ENSP00000361561.4	Q9BV86
ENSG00000148337.22	ENSP00000362029.5	Q9ULV3
ENSG00000148341.18	ENSP00000361645.3	Q9NR46
ENSG00000148362.11	ENSP00000360682.3	Q9BUH6
ENSG00000148377.6	ENSP00000277517.1	Q9BXS1
ENSG00000148396.19	ENSP00000508822.1	O15027
ENSG00000148426.13	ENSP00000277570.5	Q86WR7
ENSG00000148468.17	ENSP00000367356.4	Q5VUB5
ENSG00000148484.18	ENSP00000339521.5	Q15404
ENSG00000148634.16	ENSP00000362804.4	Q5GLZ8
ENSG00000148672.10	ENSP00000277865.4	P00367
ENSG00000148690.12	ENSP00000360488.3	Q70Z53
ENSG00000148737.17	ENSP00000348274.4	Q9NQB0
ENSG00000148824.19	ENSP00000323047.6	Q9BT17
ENSG00000148832.16	ENSP00000278060.5	Q6QHF9
ENSG00000148834.13	ENSP00000358727.5	P78417
ENSG00000148908.15	ENSP00000358099.2	O43665
ENSG00000148950.11	ENSP00000435576.1	Q96LU5
ENSG00000149043.17	ENSP00000343691.3	Q8NBV8
ENSG00000149084.13	ENSP00000278353.4	Q53GQ0
ENSG00000149089.13	ENSP00000379133.3	Q96GX9
ENSG00000149100.13	ENSP00000436049.1	Q7L2H7
ENSG00000149136.9	ENSP00000278412.2	Q08945
ENSG00000149273.15	ENSP00000434643.1	P23396
ENSG00000149292.17	ENSP00000433757.1	Q9H892
ENSG00000149418.11	ENSP00000278742.5	Q9Y5Y6
ENSG00000149451.19	ENSP00000348912.3	Q9BZ11
ENSG00000149547.15	ENSP00000278903.7	O14681
ENSG00000149564.12	ENSP00000278927.5	Q96AP7
ENSG00000149582.16	ENSP00000315635.5	Q86YD3
ENSG00000149600.12	ENSP00000278980.6	Q86VX2
ENSG00000149658.18	ENSP00000359364.3	Q9BYJ9
ENSG00000149781.13	ENSP00000339950.5	Q86UX7
ENSG00000149809.17	ENSP00000279263.7	O76062
ENSG00000149922.12	ENSP00000378650.2	O95947
ENSG00000149925.22	ENSP00000496166.1	P04075
ENSG00000149926.14	ENSP00000369863.4	Q71RH2
ENSG00000149929.16	ENSP00000279392.3	Q9BW71
ENSG00000149932.17	ENSP00000279396.6	Q86XT9
ENSG00000150316.12	ENSP00000475615.2	Q9P013
ENSG00000150403.18	ENSP00000389399.2	Q6UWJ1
ENSG00000150456.11	ENSP00000372206.1	Q8WVE0
ENSG00000150527.18	ENSP00000491014.1	Q96PC5
ENSG00000150593.18	ENSP00000280154.7	Q53EL6
ENSG00000150756.14	ENSP00000422338.1	Q6P4H8
ENSG00000150768.17	ENSP00000280346.7	P10515
ENSG00000150938.10	ENSP00000280527.2	Q9NZV1
ENSG00000150967.19	ENSP00000280560.8	Q9NP78
ENSG00000150977.11	ENSP00000280571.8	Q969X0
ENSG00000150990.9	ENSP00000311135.2	Q8IY37
ENSG00000151092.18	ENSP00000280700.5	Q96IV0
ENSG00000151224.13	ENSP00000361287.3	Q00266
ENSG00000151276.24	ENSP00000385450.2	
ENSG00000151327.13	ENSP00000280987.4	Q8N128
ENSG00000151500.15	ENSP00000341657.3	Q9P016
ENSG00000151552.12	ENSP00000281243.5	P09417
ENSG00000151575.15	ENSP00000512397.1	Q8N6V9
ENSG00000151632.18	ENSP00000370129.4	P52895
ENSG00000151725.12	ENSP00000281453.5	Q71F23
ENSG00000151726.15	ENSP00000281455.2	P33121
ENSG00000151779.13	ENSP00000281513.5	A2RRP1
ENSG00000151806.14	ENSP00000281543.5	Q8N442
ENSG00000151914.22	ENSP00000505098.1	
ENSG00000152219.5	ENSP00000282032.3	Q8N8R7
ENSG00000152240.13	ENSP00000282058.5	Q96CS2
ENSG00000152492.15	ENSP00000376249.4	Q8IVM0
ENSG00000152495.11	ENSP00000282356.4	Q16566
ENSG00000152556.17	ENSP00000352842.5	P08237
ENSG00000152642.11	ENSP00000282541.6	Q8N335
ENSG00000152700.14	ENSP00000385432.2	Q9Y6B6
ENSG00000152818.19	ENSP00000356515.3	P46939
ENSG00000153015.17	ENSP00000370460.2	Q6UX04
ENSG00000153029.16	ENSP00000356552.5	Q95460
ENSG00000153064.12	ENSP00000320509.4	Q8NDB2
ENSG00000153130.18	ENSP00000477352.2	
ENSG00000153147.6	ENSP00000283131.3	O60264
ENSG00000153179.13	ENSP00000443021.1	Q86WH2
ENSG00000153201.16	ENSP00000283195.6	P49792
ENSG00000153207.16	ENSP00000497061.2	Q8WYP5
ENSG00000153446.16	ENSP00000420566.2	Q6UX73
ENSG00000153551.14	ENSP00000335605.5	Q96FZ5
ENSG00000153561.13	ENSP00000283632.4	Q9H871
ENSG00000153563.16	ENSP00000283635.3	P01732
ENSG00000153574.9	ENSP00000283646.3	P49247
ENSG00000153774.9	ENSP00000283882.3	Q9UEE9
ENSG00000153902.14	ENSP00000312273.3	Q8N135
ENSG00000154134.15	ENSP00000380903.1	Q96MS0
ENSG00000154175.18	ENSP00000420524.2	
ENSG00000154227.14	ENSP00000506641.1	Q8IU89
ENSG00000154262.13	ENSP00000284425.1	Q8N139
ENSG00000154265.16	ENSP00000376443.2	Q8WWZ7
ENSG00000154277.13	ENSP00000284440.4	P09936
ENSG00000154358.23	ENSP00000505517.1	Q5VST9
ENSG00000154589.7	ENSP00000284818.2	Q9Y6Y9
ENSG00000154719.14	ENSP00000284967.7	Q9NYK5
ENSG00000154767.15	ENSP00000285021.8	Q01831
ENSG00000154813.10	ENSP00000419599.1	Q96FX2
ENSG00000154832.16	ENSP00000285106.6	Q9P0U4
ENSG00000154856.13	ENSP00000347433.4	Q8J025
ENSG00000154889.17	ENSP00000465894.1	Q53F39
ENSG00000154920.15	ENSP00000339897.4	Q96AY2
ENSG00000154930.15	ENSP00000316924.4	Q9NUB1
ENSG00000154978.13	ENSP00000285279.5	Q96AW1
ENSG00000155189.12	ENSP00000285518.6	Q9NUQ2
ENSG00000155256.18	ENSP00000506975.1	Q5T4F4
ENSG00000155275.19	ENSP00000374387.4	Q8IYL2
ENSG00000155330.10	ENSP00000285697.4	Q6PH81
ENSG00000155367.16	ENSP00000308926.6	Q5JR12
ENSG00000155463.14	ENSP00000483491.2	
ENSG00000155465.20	ENSP00000501493.1	Q9UM01
ENSG00000155906.20	ENSP00000412708.2	Q9NWS8
ENSG00000155975.10	ENSP00000318629.4	Q8NEZ2
ENSG00000156042.19	ENSP00000347781.4	
ENSG00000156222.12	ENSP00000378074.1	O00337
ENSG00000156239.12	ENSP00000303584.5	Q9Y5N5
ENSG00000156469.9	ENSP00000287025.3	Q96E29
ENSG00000156482.11	ENSP00000287038.3	P62888
ENSG00000156508.19	ENSP00000339053.4	P68104
ENSG00000156515.24	ENSP00000352398.6	P19367
ENSG00000156639.12	ENSP00000287218.4	Q9H8U3
ENSG00000156642.17	ENSP00000290401.4	Q9Y639
ENSG00000156787.17	ENSP00000287380.1	Q96DN5
ENSG00000156858.12	ENSP00000300835.4	Q9BWN1
ENSG00000156873.16	ENSP00000455607.1	P15735
ENSG00000156973.14	ENSP00000287600.4	O43924
ENSG00000156983.17	ENSP00000373340.2	P55201
ENSG00000157191.20	ENSP00000338746.5	Q9NVZ3
ENSG00000157193.18	ENSP00000303634.6	Q14114
ENSG00000157259.8	ENSP00000287957.3	Q8WUU5
ENSG00000157303.11	ENSP00000364621.3	Q96L08
ENSG00000157326.19	ENSP00000326219.5	Q9BTZ2
ENSG00000168872.17	ENSP00000306117.7	Q9NUU7
ENSG00000157368.12	ENSP00000288098.2	Q6ZMJ4
ENSG00000157379.14	ENSP00000288111.7	Q96LJ7
ENSG00000157554.20	ENSP00000288319.7	P11308
ENSG00000157601.15	ENSP00000381599.3	P20591
ENSG00000157869.16	ENSP00000288723.4	P51157
ENSG00000158008.10	ENSP00000363398.3	Q92935
ENSG00000158062.21	ENSP00000363339.1	Q5T124
ENSG00000158106.14	ENSP00000289013.6	Q8TCX5
ENSG00000158402.21	ENSP00000321656.6	P30307
ENSG00000158517.16	ENSP00000289473.4	P14598
ENSG00000158604.15	ENSP00000404042.2	Q7Z7H5
ENSG00000158636.17	ENSP00000511840.1	Q7Z589
ENSG00000158747.15	ENSP00000364278.4	P41271
ENSG00000158793.14	ENSP00000356988.2	Q86X76
ENSG00000158825.6	ENSP00000364212.3	P32320
ENSG00000158850.15	ENSP00000320965.5	O60512
ENSG00000158859.10	ENSP00000356975.4	O75173
ENSG00000158864.13	ENSP00000503117.1	O75306
ENSG00000158869.11	ENSP00000289902.1	P30273
ENSG00000159128.16	ENSP00000290219.5	P38484
ENSG00000159131.17	ENSP00000371236.4	P22102
ENSG00000159147.18	ENSP00000307143.4	Q9NYP3
ENSG00000159173.19	ENSP00000354488.4	P19237
ENSG00000159189.13	ENSP00000363771.4	P02747
ENSG00000159199.14	ENSP00000377033.2	P05496
ENSG00000159202.18	ENSP00000354201.5	Q9H832
ENSG00000159314.12	ENSP00000509127.1	Q6ZUM4
ENSG00000159363.19	ENSP00000327214.8	Q9NQ11
ENSG00000159377.11	ENSP00000290541.6	P28070
ENSG00000159423.17	ENSP00000364490.3	P30038
ENSG00000159658.15	ENSP00000361001.3	O75071
ENSG00000159674.12	ENSP00000290902.5	
ENSG00000159720.13	ENSP00000290949.3	P61421
ENSG00000159753.15	ENSP00000334958.5	Q6F5E8
ENSG00000159899.16	ENSP00000341083.2	P20594
ENSG00000160049.12	ENSP00000366237.3	O00273
ENSG00000160050.16	ENSP00000362704.5	Q9BUN5
ENSG00000160072.20	ENSP00000500094.1	Q5T9A4
ENSG00000160113.6	ENSP00000291442.2	P10588
ENSG00000160188.10	ENSP00000291536.3	Q8WYR4
ENSG00000160191.18	ENSP00000291539.6	O76083
ENSG00000160193.12	ENSP00000381266.2	P57081
ENSG00000160194.18	ENSP00000346196.2	P56181
ENSG00000160214.13	ENSP00000417464.1	P56182
ENSG00000160256.13	ENSP00000291634.6	Q9NSI2
ENSG00000160282.15	ENSP00000380854.3	O95954
ENSG00000160285.15	ENSP00000380837.2	P48449
ENSG00000160299.18	ENSP00000352572.5	O95613
ENSG00000160310.19	ENSP00000347906.3	P55345
ENSG00000160323.19	ENSP00000347927.2	Q76LX8
ENSG00000160404.18	ENSP00000362381.5	Q5JU69
ENSG00000160410.15	ENSP00000291842.4	Q8TBC3
ENSG00000160445.11	ENSP00000291900.2	Q7Z7L7
ENSG00000160584.17	ENSP00000391295.2	Q9Y2K2
ENSG00000160588.10	ENSP00000278949.4	Q6UWV2
ENSG00000160602.14	ENSP00000268766.6	Q86SG6
ENSG00000160613.15	ENSP00000325917.3	Q16549
ENSG00000160688.19	ENSP00000292180.3	Q8NFF5
ENSG00000160695.16	ENSP00000481126.1	
ENSG00000160741.17	ENSP00000357622.1	Q53ET0
ENSG00000160767.22	ENSP00000354958.2	P81408
ENSG00000160803.8	ENSP00000357292.3	Q9NRR5
ENSG00000161011.20	ENSP00000374455.4	Q13501
ENSG00000161021.13	ENSP00000292599.3	Q92585
ENSG00000161203.14	ENSP00000292807.5	Q96CW1
ENSG00000161513.12	ENSP00000293195.5	
ENSG00000161533.12	ENSP00000293217.4	Q15067
ENSG00000161551.15	ENSP00000491936.2	Q9BSK1
ENSG00000161558.11	ENSP00000293261.2	Q96AN5
ENSG00000161618.10	ENSP00000293350.3	Q8IZ83
ENSG00000161647.19	ENSP00000381425.4	Q13368
ENSG00000161677.12	ENSP00000468956.2	Q8TAC2
ENSG00000161714.12	ENSP00000479636.1	Q8N3E9
ENSG00000184922.15	ENSP00000329219.2	O95466
ENSG00000161798.7	ENSP00000293599.5	P55064
ENSG00000161944.17	ENSP00000510808.1	P07307
ENSG00000161955.17	ENSP00000343505.4	O75888
ENSG00000161956.13	ENSP00000314029.8	Q9H4L4
ENSG00000161996.19	ENSP00000293879.4	Q96KV7
ENSG00000161999.13	ENSP00000477481.1	Q96S16
ENSG00000162076.13	ENSP00000380159.3	Q96CP2
ENSG00000162302.13	ENSP00000333896.4	O75676
ENSG00000162341.18	ENSP00000294309.3	Q8NHX9
ENSG00000162366.8	ENSP00000294338.2	Q13113
ENSG00000162373.13	ENSP00000360899.3	Q7L4P6
ENSG00000162384.14	ENSP00000294360.4	Q9NWV4
ENSG00000162419.13	ENSP00000362922.1	Q9Y692
ENSG00000162441.12	ENSP00000366430.1	Q8WZA0
ENSG00000162482.5	ENSP00000355377.4	O95154
ENSG00000162496.9	ENSP00000480439.1	O75911
ENSG00000162511.8	ENSP00000294507.3	Q13571
ENSG00000162551.14	ENSP00000363973.3	P05186
ENSG00000162585.17	ENSP00000367808.4	Q6NZ36
ENSG00000162591.16	ENSP00000348982.4	O75095
ENSG00000162600.12	ENSP00000360270.3	Q96E52
ENSG00000162601.11	ENSP00000418734.1	Q5VVJ2
ENSG00000162614.19	ENSP00000333938.7	Q0ZGT2
ENSG00000162616.9	ENSP00000359799.5	Q9UDY4
ENSG00000162645.13	ENSP00000359497.3	P32456
ENSG00000162650.17	ENSP00000507259.1	Q5T6C5
ENSG00000162654.9	ENSP00000359490.5	Q96PP9
ENSG00000162664.17	ENSP00000340796.4	Q5BKZ1
ENSG00000162747.12	ENSP00000497461.1	
ENSG00000162769.13	ENSP00000355938.4	Q9Y5Y0
ENSG00000162777.17	ENSP00000350266.4	Q9H6A0
ENSG00000162804.14	ENSP00000308893.8	Q8TER0
ENSG00000162878.13	ENSP00000294964.5	Q504Y2
ENSG00000162882.15	ENSP00000294973.6	P46952
ENSG00000162889.11	ENSP00000356070.4	P49137
ENSG00000162894.12	ENSP00000356058.3	O60667
ENSG00000162909.18	ENSP00000295006.5	P17655
ENSG00000162923.17	ENSP00000408108.4	Q9H7D7
ENSG00000162931.12	ENSP00000355659.2	Q9Y577
ENSG00000162961.14	ENSP00000345837.5	Q9C005
ENSG00000162976.13	ENSP00000295083.3	Q8N755
ENSG00000163001.12	ENSP00000295117.4	Q96G28
ENSG00000107796.13	ENSP00000224784.6	P62736
ENSG00000163138.19	ENSP00000423881.1	Q8N7B6
ENSG00000163141.20	ENSP00000357927.3	Q7Z465
ENSG00000163166.15	ENSP00000295321.4	Q96ST2
ENSG00000163219.12	ENSP00000386911.3	
ENSG00000163281.12	ENSP00000295448.3	Q8TDQ7
ENSG00000163319.11	ENSP00000295491.4	Q9Y3D5
ENSG00000163331.12	ENSP00000309538.4	A0PJW8
ENSG00000163359.17	ENSP00000295550.4	P12111
ENSG00000163378.14	ENSP00000373206.3	Q5NDL2
ENSG00000163395.17	ENSP00000334714.4	Q86VF2
ENSG00000163412.13	ENSP00000393324.2	Q8N5X7
ENSG00000163431.13	ENSP00000356257.4	P29536
ENSG00000163466.16	ENSP00000327137.5	O15144
ENSG00000163472.19	ENSP00000384748.2	Q9BSE2
ENSG00000163481.8	ENSP00000295704.2	Q96BH1
ENSG00000163520.14	ENSP00000384169.3	P98095
ENSG00000163531.17	ENSP00000344786.6	
ENSG00000163534.15	ENSP00000357158.3	Q96LA6
ENSG00000163536.13	ENSP00000397373.2	Q99574
ENSG00000163563.8	ENSP00000357123.4	P41218
ENSG00000163565.20	ENSP00000295809.7	Q16666
ENSG00000163608.15	ENSP00000320251.5	Q6NW34
ENSG00000163631.17	ENSP00000295897.4	P02768
ENSG00000163634.12	ENSP00000295899.5	Q6I9Y2
ENSG00000163660.12	ENSP00000295926.4	Q9UK58
ENSG00000163682.17	ENSP00000346022.7	P32969
ENSG00000163687.14	ENSP00000378053.2	Q13609
ENSG00000163701.19	ENSP00000373325.3	Q8NFR9
ENSG00000163702.21	ENSP00000384969.3	Q8NAC3
ENSG00000163710.9	ENSP00000295992.3	Q9UKZ9
ENSG00000163754.18	ENSP00000340736.4	P46976
ENSG00000163785.13	ENSP00000485095.1	P34925
ENSG00000163811.12	ENSP00000384302.3	Q15061
ENSG00000163812.15	ENSP00000395502.2	Q9NYG2
ENSG00000163815.6	ENSP00000296130.4	P05452
ENSG00000163864.17	ENSP00000496061.1	Q96T66
ENSG00000163870.16	ENSP00000347748.3	Q86W33
ENSG00000163879.11	ENSP00000498620.1	O14645
ENSG00000163882.10	ENSP00000392913.1	P52434
ENSG00000163913.14	ENSP00000324005.4	Q9HBG6
ENSG00000163933.10	ENSP00000296292.3	Q96AA3
ENSG00000163995.21	ENSP00000393511.2	Q6H8Q1
ENSG00000164008.17	ENSP00000361603.4	Q9BV19
ENSG00000164024.12	ENSP00000296411.6	P53582
ENSG00000164050.13	ENSP00000296440.6	O43157
ENSG00000164053.22	ENSP00000323099.3	Q8WXE1
ENSG00000164062.13	ENSP00000296456.5	P13798
ENSG00000164077.15	ENSP00000296473.4	
ENSG00000164078.14	ENSP00000296474.3	Q04912
ENSG00000164096.13	ENSP00000485697.1	Q8WVX3
ENSG00000164109.14	ENSP00000296509.5	Q13257
ENSG00000164122.9	ENSP00000296525.3	Q8WWX0
ENSG00000164163.11	ENSP00000296577.4	P61221
ENSG00000164211.13	ENSP00000296632.3	Q96DR4
ENSG00000164221.13	ENSP00000368931.5	Q8NEF3
ENSG00000164253.14	ENSP00000296679.4	Q9HAD4
ENSG00000164292.13	ENSP00000369318.3	O94955
ENSG00000164294.14	ENSP00000423822.1	Q8TED1
ENSG00000164306.11	ENSP00000313816.6	Q96LW4
ENSG00000164307.13	ENSP00000406304.2	Q9NZ08
ENSG00000164308.17	ENSP00000400376.3	Q6P179
ENSG00000164344.16	ENSP00000264690.6	
ENSG00000164346.10	ENSP00000483484.1	O95478
ENSG00000164347.18	ENSP00000296805.3	Q969S9
ENSG00000164366.4	ENSP00000296824.2	Q96BQ5
ENSG00000164402.14	ENSP00000367991.2	Q92599
ENSG00000164403.15	ENSP00000367950.3	Q2M3G4
ENSG00000164405.11	ENSP00000367939.3	O14949
ENSG00000164414.19	ENSP00000358565.4	P78382
ENSG00000164587.13	ENSP00000385425.1	P62263
ENSG00000164615.6	ENSP00000297156.2	P49069
ENSG00000164695.5	ENSP00000297265.4	Q96CF2
ENSG00000164713.10	ENSP00000297290.3	O95415
ENSG00000164733.22	ENSP00000345672.5	P07858
ENSG00000164764.11	ENSP00000297354.6	Q8IVN8
ENSG00000164776.11	ENSP00000297373.2	Q16816
ENSG00000164830.19	ENSP00000429205.2	Q8N573
ENSG00000164880.16	ENSP00000385722.3	Q8N201
ENSG00000164896.21	ENSP00000297532.6	Q14296
ENSG00000164919.11	ENSP00000428895.1	P09669
ENSG00000164930.12	ENSP00000351605.4	O60353
ENSG00000164932.13	ENSP00000330523.5	Q96CG8
ENSG00000164933.12	ENSP00000297578.4	Q9H2D1
ENSG00000164934.14	ENSP00000484962.1	Q9NV06
ENSG00000165028.12	ENSP00000363894.3	Q9BS92
ENSG00000087995.16	ENSP00000309610.6	Q96IZ6
ENSG00000165113.13	ENSP00000365550.2	Q5VSY0
ENSG00000165140.12	ENSP00000364475.5	P09467
ENSG00000165264.11	ENSP00000369176.3	O95139
ENSG00000165322.18	ENSP00000345808.2	Q8IWW6
ENSG00000165406.16	ENSP00000411848.2	Q5T0T0
ENSG00000165449.12	ENSP00000378757.3	Q7RTY1
ENSG00000165506.15	ENSP00000298292.8	Q9NVR5
ENSG00000165533.19	ENSP00000370031.2	
ENSG00000165689.17	ENSP00000349929.3	Q96C92
ENSG00000165792.18	ENSP00000343041.6	Q9H7H0
ENSG00000165801.10	ENSP00000298694.4	Q8TER5
ENSG00000165802.23	ENSP00000360530.3	Q6X4W1
ENSG00000165819.12	ENSP00000298717.3	Q86U44
ENSG00000165915.14	ENSP00000354689.4	Q96H72
ENSG00000165917.10	ENSP00000298854.2	Q13702
ENSG00000165983.15	ENSP00000439485.1	Q96BW5
ENSG00000166025.18	ENSP00000387739.2	Q8IY63
ENSG00000166037.11	ENSP00000317902.5	Q86XR8
ENSG00000166091.21	ENSP00000344819.4	Q96DZ9
ENSG00000166105.16	ENSP00000396615.2	Q8NCI6
ENSG00000166128.13	ENSP00000312734.4	Q92930
ENSG00000166145.15	ENSP00000457076.1	O43278
ENSG00000166169.17	ENSP00000359181.3	Q9UGP5
ENSG00000166171.13	ENSP00000359170.4	Q9BVM2
ENSG00000166183.16	ENSP00000450040.1	Q86U10
ENSG00000166199.13	ENSP00000302232.4	Q96Q83
ENSG00000166228.9	ENSP00000299299.3	P61457
ENSG00000166311.10	ENSP00000340409.4	P17405
ENSG00000166333.14	ENSP00000299421.4	Q13418
ENSG00000166340.18	ENSP00000299427.6	O14773
ENSG00000166348.20	ENSP00000510226.1	Q70EL1
ENSG00000166352.18	ENSP00000334848.5	Q86VG3
ENSG00000166377.21	ENSP00000398076.2	O43861
ENSG00000166394.15	ENSP00000299498.6	Q6BCY4
ENSG00000166401.15	ENSP00000381072.2	P50452
ENSG00000166444.19	ENSP00000319678.6	P78524
ENSG00000166451.14	ENSP00000305608.5	Q96H22
ENSG00000166452.12	ENSP00000310459.4	Q9NQ31
ENSG00000166582.11	ENSP00000299736.4	
ENSG00000166669.14	ENSP00000457731.2	Q5U623
ENSG00000166682.13	ENSP00000299882.5	Q9H3S3
ENSG00000166685.13	ENSP00000299886.4	Q8WTW3
ENSG00000166734.20	ENSP00000299957.6	Q6P4E1
ENSG00000166762.19	ENSP00000380088.3	Q96P56
ENSG00000166793.13	ENSP00000300022.3	Q96NS1
ENSG00000166797.11	ENSP00000300030.3	Q9H5X1
ENSG00000166912.17	ENSP00000402537.1	Q9NXD2
ENSG00000166927.13	ENSP00000300184.3	Q9GZW8
ENSG00000166946.14	ENSP00000300213.4	O95273
ENSG00000166986.15	ENSP00000262027.5	P56192
ENSG00000167077.13	ENSP00000384115.3	Q5TIA1
ENSG00000167085.14	ENSP00000300408.3	P35232
ENSG00000167107.13	ENSP00000300441.4	Q96CM8
ENSG00000167123.20	ENSP00000361929.4	Q5T4B2
ENSG00000167130.18	ENSP00000361625.4	Q86YN1
ENSG00000167196.14	ENSP00000307833.3	Q8NEZ5
ENSG00000167202.12	ENSP00000300584.3	Q9UPU7
ENSG00000167261.14	ENSP00000377430.1	Q9H4A9
ENSG00000167272.11	ENSP00000350098.4	Q969H6
ENSG00000167280.17	ENSP00000462333.1	Q8NFI3
ENSG00000167281.20	ENSP00000510395.1	A6NFN3
ENSG00000167323.12	ENSP00000433266.2	Q13586
ENSG00000167397.15	ENSP00000378426.2	Q9BQB6
ENSG00000167483.19	ENSP00000469225.1	Q86XR2
ENSG00000167526.14	ENSP00000307889.5	P26373
ENSG00000167543.16	ENSP00000301057.7	Q8NBR0
ENSG00000167549.19	ENSP00000373419.3	
ENSG00000167642.13	ENSP00000301244.5	O43291
ENSG00000167671.12	ENSP00000301281.5	Q9BZV1
ENSG00000167680.17	ENSP00000467290.1	Q9H3T3
ENSG00000167695.15	ENSP00000312017.7	Q8TBR7
ENSG00000167700.9	ENSP00000301327.3	Q96ES6
ENSG00000167703.15	ENSP00000301335.5	Q8N370
ENSG00000167711.14	ENSP00000402286.2	P08697
ENSG00000167757.14	ENSP00000413958.2	Q9UBX7
ENSG00000167775.11	ENSP00000301458.4	Q9NPF0
ENSG00000167778.9	ENSP00000301463.4	Q8NCJ5
ENSG00000167815.12	ENSP00000301522.2	P32119
ENSG00000167861.16	ENSP00000413520.2	Q8IV36
ENSG00000167881.15	ENSP00000312066.1	Q9UHB9
ENSG00000167904.16	ENSP00000395204.2	Q96MH6
ENSG00000167978.17	ENSP00000301740.8	Q9UQ35
ENSG00000167987.11	ENSP00000301765.5	A5D8V6
ENSG00000167994.13	ENSP00000378313.2	Q8TBN0
ENSG00000168000.16	ENSP00000354032.5	Q96G97
ENSG00000168002.12	ENSP00000301788.7	P62487
ENSG00000168010.11	ENSP00000326340.5	Q8NAA4
ENSG00000168028.14	ENSP00000346067.4	P08865
ENSG00000168036.18	ENSP00000344456.5	P35222
ENSG00000168056.18	ENSP00000301873.5	Q9NS15
ENSG00000168066.21	ENSP00000366607.3	Q15637
ENSG00000168067.12	ENSP00000294066.2	Q12851
ENSG00000168116.14	ENSP00000359768.4	Q9HCI6
ENSG00000168237.18	ENSP00000389175.2	Q8IVS8
ENSG00000168256.18	ENSP00000377463.3	Q9NYR9
ENSG00000168273.8	ENSP00000417806.1	Q8WVI0
ENSG00000168306.13	ENSP00000307697.5	Q99424
ENSG00000168350.8	ENSP00000307126.5	Q6QHC5
ENSG00000168374.11	ENSP00000306010.6	P18085
ENSG00000168394.12	ENSP00000346206.5	Q03518
ENSG00000168404.13	ENSP00000308351.7	Q8NB16
ENSG00000168411.14	ENSP00000354361.4	Q6PCD5
ENSG00000168427.9	ENSP00000386389.1	Q0D2K2
