ID	#Chr	start	end	GTEx_ID	gene	exon_number	n_exons	terminal_exon_flag	n_significant_tissues
chr17_42126523_42126848_-	chr17	42126523	42126848	ENSG00000108774.14_8	ENSG00000108774	8	9	FALSE	10
chr17_42227529_42227685_-	chr17	42227529	42227685	ENSG00000173757.9_4	ENSG00000173757	4	20	FALSE	16
chr17_42468010_42468107_+	chr17	42468010	42468107	ENSG00000033627.16_6	ENSG00000033627	6	28	FALSE	12
chr17_42564983_42565047_+	chr17	42564983	42565047	ENSG00000068120.14_6	ENSG00000068120	6	10	FALSE	16
chr17_42662973_42663052_+	chr17	42662973	42663052	ENSG00000037042.8_5	ENSG00000037042	5	11	FALSE	11
chr17_42719105_42719207_-	chr17	42719105	42719207	ENSG00000108799.12_11	ENSG00000108799	11	25	FALSE	15
chr17_42813948_42814008_-	chr17	42813948	42814008	ENSG00000126581.12_13	ENSG00000126581	13	15	FALSE	15
chr17_42954876_42954967_-	chr17	42954876	42954967	ENSG00000266967.6_10	ENSG00000266967	10	13	FALSE	17
chr17_42998434_42998471_+	chr17	42998434	42998471	ENSG00000131469.12_2	ENSG00000131469	2	6	FALSE	17
chr17_43196942_43197106_+	chr17	43196942	43197106	ENSG00000188554.13_16	ENSG00000188554	16	22	FALSE	17
chr17_44074160_44074266_+	chr17	44074160	44074266	ENSG00000141349.8_3	ENSG00000141349	3	7	FALSE	15
chr17_44085022_44085155_-	chr17	44085022	44085155	ENSG00000108840.15_15	ENSG00000108840	15	27	FALSE	17
chr17_44210792_44211002_-	chr17	44210792	44211002	ENSG00000108312.14_17	ENSG00000108312	17	26	FALSE	13
chr17_44321700_44321767_-	chr17	44321700	44321767	ENSG00000013306.15_7	ENSG00000013306	7	13	FALSE	17
chr17_44352015_44352248_+	chr17	44352015	44352248	ENSG00000030582.17_13	ENSG00000030582	13	14	FALSE	15
chr17_45139021_45139160_+	chr17	45139021	45139160	ENSG00000181513.14_11	ENSG00000181513	11	13	FALSE	14
chr17_45245619_45245733_+	chr17	45245619	45245733	ENSG00000184922.13_21	ENSG00000184922	21	23	FALSE	10
chr17_46330599_46331981_+	chr17	46330599	46331981	ENSG00000176681.14_10	ENSG00000176681	10	14	FALSE	14
chr17_46751503_46751616_+	chr17	46751503	46751616	ENSG00000073969.18_22	ENSG00000073969	22	25	FALSE	12
chr17_46931099_46931207_+	chr17	46931099	46931207	ENSG00000108433.16_5	ENSG00000108433	5	17	FALSE	15
chr17_47171917_47172064_-	chr17	47171917	47172064	ENSG00000004897.11_4	ENSG00000004897	4	21	FALSE	13
chr17_47545909_47545993_+	chr17	47545909	47545993	ENSG00000141279.15_3	ENSG00000141279	3	29	FALSE	12
chr17_47840191_47840372_-	chr17	47840191	47840372	ENSG00000141295.13_3	ENSG00000141295	3	7	FALSE	15
chr17_47893900_47893958_-	chr17	47893900	47893958	ENSG00000264920.1_2	ENSG00000264920	2	3	FALSE	12
chr17_47945861_47945989_+	chr17	47945861	47945989	ENSG00000108439.9_5	ENSG00000108439	5	10	FALSE	11
chr17_48028472_48028510_-	chr17	48028472	48028510	ENSG00000005243.9_9	ENSG00000005243	9	11	FALSE	13
chr17_48849252_48849377_+	chr17	48849252	48849377	ENSG00000136436.14_12	ENSG00000136436	12	22	FALSE	17
chr17_48894349_48894449_+	chr17	48894349	48894449	ENSG00000159199.13_3	ENSG00000159199	3	6	FALSE	17
chr17_48912834_48913021_+	chr17	48912834	48913021	ENSG00000159202.17_3	ENSG00000159202	3	7	FALSE	15
chr17_48933268_48933346_-	chr17	48933268	48933346	ENSG00000159210.9_9	ENSG00000159210	9	11	FALSE	13
chr17_50071311_50071518_+	chr17	50071311	50071518	ENSG00000005884.17_7	ENSG00000005884	7	27	FALSE	10
chr17_50139429_50139581_-	chr17	50139429	50139581	ENSG00000108819.10_7	ENSG00000108819	7	11	FALSE	10
chr17_50192797_50192850_-	chr17	50192797	50192850	ENSG00000108821.13_27	ENSG00000108821	27	51	FALSE	10
chr17_50357057_50358066_+	chr17	50357057	50358066	ENSG00000015532.9_9	ENSG00000015532	9	11	FALSE	11
chr17_50463818_50463909_+	chr17	50463818	50463909	ENSG00000167107.12_11	ENSG00000167107	11	21	FALSE	11
chr17_50479880_50480084_+	chr17	50479880	50480084	ENSG00000136444.9_4	ENSG00000136444	4	10	FALSE	13
chr17_50549286_50549487_+	chr17	50549286	50549487	ENSG00000006282.20_9	ENSG00000006282	9	17	FALSE	17
chr17_51169937_51170049_+	chr17	51169937	51170049	ENSG00000243678.11_6	ENSG00000243678	6	7	FALSE	17
chr17_56998374_56998498_+	chr17	56998374	56998498	ENSG00000121064.12_13	ENSG00000121064	13	16	FALSE	16
chr17_57867357_57867415_-	chr17	57867357	57867415	ENSG00000180891.12_12	ENSG00000180891	12	15	FALSE	12
chr17_58087082_58087222_+	chr17	58087082	58087222	ENSG00000264364.2_2	ENSG00000264364	2	3	FALSE	17
chr17_58347529_58347584_-	chr17	58347529	58347584	ENSG00000213246.6_2	ENSG00000213246	2	4	FALSE	17
chr17_58724040_58724100_+	chr17	58724040	58724100	ENSG00000108384.14_10	ENSG00000108384	10	12	FALSE	15
chr17_59017296_59017424_-	chr17	59017296	59017424	ENSG00000108395.13_22	ENSG00000108395	22	26	FALSE	11
chr17_59737453_59737543_+	chr17	59737453	59737543	ENSG00000062716.12_6	ENSG00000062716	6	17	FALSE	13
chr17_62444837_62444943_+	chr17	62444837	62444943	ENSG00000087995.15_7	ENSG00000087995	7	9	FALSE	16
chr17_62553663_62553755_+	chr17	62553663	62553755	ENSG00000146872.17_15	ENSG00000146872	15	30	FALSE	16
chr17_63692242_63692419_+	chr17	63692242	63692419	ENSG00000198909.7_18	ENSG00000198909	18	19	FALSE	16
chr17_63799589_63799625_+	chr17	63799589	63799625	ENSG00000198231.12_8	ENSG00000198231	8	22	FALSE	11
chr17_63830133_63830189_+	chr17	63830133	63830189	ENSG00000087191.12_3	ENSG00000087191	3	10	FALSE	15
chr17_64160801_64160933_-	chr17	64160801	64160933	ENSG00000136478.7_12	ENSG00000136478	12	17	FALSE	13
chr17_64341634_64341690_-	chr17	64341634	64341690	ENSG00000261371.5_19	ENSG00000261371	19	21	FALSE	15
chr17_64503430_64503571_-	chr17	64503430	64503571	ENSG00000108654.13_10	ENSG00000108654	10	19	FALSE	12
chr17_67687066_67687184_+	chr17	67687066	67687184	ENSG00000154217.14_12	ENSG00000154217	12	13	FALSE	12
chr17_67924547_67924589_+	chr17	67924547	67924589	ENSG00000171634.16_17	ENSG00000171634	17	33	FALSE	11
chr17_68434556_68434626_-	chr17	68434556	68434626	ENSG00000070540.12_8	ENSG00000070540	8	13	FALSE	12
chr17_68542694_68542809_-	chr17	68542694	68542809	ENSG00000108950.11_8	ENSG00000108950	8	14	FALSE	11
chr17_68877519_68877679_-	chr17	68877519	68877679	ENSG00000141338.13_33	ENSG00000141338	33	40	FALSE	10
chr17_73205553_73205680_+	chr17	73205553	73205680	ENSG00000166685.11_10	ENSG00000166685	10	13	FALSE	17
chr17_74772896_74773039_-	chr17	74772896	74773039	ENSG00000109065.11_5	ENSG00000109065	5	8	FALSE	13
chr17_75039209_75039271_-	chr17	75039209	75039271	ENSG00000167863.11_6	ENSG00000167863	6	7	FALSE	17
chr17_75174752_75174823_-	chr17	75174752	75174823	ENSG00000188612.11_4	ENSG00000188612	4	6	FALSE	17
chr17_75218185_75218306_+	chr17	75218185	75218306	ENSG00000125450.10_9	ENSG00000125450	9	23	FALSE	16
chr17_75238914_75239083_-	chr17	75238914	75239083	ENSG00000125447.16_16	ENSG00000125447	16	18	FALSE	14
chr17_75496730_75496807_+	chr17	75496730	75496807	ENSG00000177728.16_32	ENSG00000177728	32	39	FALSE	16
chr17_75601438_75601563_+	chr17	75601438	75601563	ENSG00000266714.6_15	ENSG00000266714	15	66	FALSE	16
chr17_75630619_75630692_-	chr17	75630619	75630692	ENSG00000108469.14_14	ENSG00000108469	14	21	FALSE	13
chr17_75671816_75671863_+	chr17	75671816	75671863	ENSG00000161526.14_4	ENSG00000161526	4	17	FALSE	17
chr17_75755701_75755850_+	chr17	75755701	75755850	ENSG00000132470.13_37	ENSG00000132470	37	41	FALSE	13
chr17_75779047_75779286_-	chr17	75779047	75779286	ENSG00000132475.10_4	ENSG00000132475	4	5	FALSE	15
chr17_75851568_75851676_-	chr17	75851568	75851676	ENSG00000132471.11_4	ENSG00000132471	4	11	FALSE	17
chr17_75892011_75892185_-	chr17	75892011	75892185	ENSG00000141569.10_4	ENSG00000141569	4	7	FALSE	11
chr17_75901201_75901273_-	chr17	75901201	75901273	ENSG00000204316.12_6	ENSG00000204316	6	12	FALSE	17
chr17_75949217_75949360_-	chr17	75949217	75949360	ENSG00000161533.11_13	ENSG00000161533	13	17	FALSE	12
chr17_76070378_76070444_-	chr17	76070378	76070444	ENSG00000167881.14_2	ENSG00000167881	2	17	FALSE	17
chr17_76097796_76098018_-	chr17	76097796	76098018	ENSG00000182473.21_9	ENSG00000182473	9	27	FALSE	17
chr17_76344671_76344737_-	chr17	76344671	76344737	ENSG00000161542.16_7	ENSG00000161542	7	15	FALSE	15
chr17_76474730_76474804_-	chr17	76474730	76474804	ENSG00000129667.12_13	ENSG00000129667	13	21	FALSE	10
chr17_76530979_76531142_-	chr17	76530979	76531142	ENSG00000161544.9_5	ENSG00000161544	5	8	FALSE	10
chr17_76685072_76685165_-	chr17	76685072	76685165	ENSG00000182534.13_4	ENSG00000182534	4	7	FALSE	10
chr17_76743398_76743456_+	chr17	76743398	76743456	ENSG00000092931.11_7	ENSG00000092931	7	18	FALSE	12
chr17_78414879_78415027_+	chr17	78414879	78415027	ENSG00000087157.18_10	ENSG00000087157	10	14	FALSE	12
chr17_78702538_78702604_-	chr17	78702538	78702604	ENSG00000108669.16_9	ENSG00000108669	9	20	FALSE	11
chr17_79043593_79044123_+	chr17	79043593	79044123	ENSG00000173918.14_7	ENSG00000173918	7	10	FALSE	10
chr17_79083482_79083590_+	chr17	79083482	79083590	ENSG00000167280.16_9	ENSG00000167280	9	14	FALSE	16
chr17_80227818_80227960_+	chr17	80227818	80227960	ENSG00000181045.14_8	ENSG00000181045	8	20	FALSE	12
chr17_81103907_81104108_+	chr17	81103907	81104108	ENSG00000175866.15_23	ENSG00000175866	23	31	FALSE	12
chr17_81192736_81192843_-	chr17	81192736	81192843	ENSG00000141577.13_19	ENSG00000141577	19	25	FALSE	11
chr17_81272516_81272627_-	chr17	81272516	81272627	ENSG00000157637.12_12	ENSG00000157637	12	19	FALSE	12
chr17_81610210_81610258_-	chr17	81610210	81610258	ENSG00000182446.13_10	ENSG00000182446	10	28	FALSE	13
chr17_81695164_81695223_+	chr17	81695164	81695223	ENSG00000185359.12_16	ENSG00000185359	16	24	FALSE	16
chr17_81855453_81855586_-	chr17	81855453	81855586	ENSG00000185624.14_5	ENSG00000185624	5	15	FALSE	16
chr17_81869542_81869625_-	chr17	81869542	81869625	ENSG00000141522.11_4	ENSG00000141522	4	8	FALSE	14
chr17_81905382_81905447_-	chr17	81905382	81905447	ENSG00000185813.10_12	ENSG00000185813	12	14	FALSE	16
chr17_81917615_81917719_-	chr17	81917615	81917719	ENSG00000187531.13_3	ENSG00000187531	3	11	FALSE	11
chr17_82019858_82019909_-	chr17	82019858	82019909	ENSG00000169689.14_2	ENSG00000169689	2	4	FALSE	11
chr17_82029543_82029635_+	chr17	82029543	82029635	ENSG00000169683.7_15	ENSG00000169683	15	18	FALSE	13
chr17_82036384_82036448_-	chr17	82036384	82036448	ENSG00000169738.7_7	ENSG00000169738	7	10	FALSE	17
chr17_82055740_82055825_+	chr17	82055740	82055825	ENSG00000169727.12_12	ENSG00000169727	12	18	FALSE	16
chr17_82063468_82063518_-	chr17	82063468	82063518	ENSG00000169718.17_4	ENSG00000169718	4	13	FALSE	16
chr17_82238702_82239022_+	chr17	82238702	82239022	ENSG00000141526.16_7	ENSG00000141526	7	10	FALSE	10
chr17_82424394_82424503_+	chr17	82424394	82424503	ENSG00000169660.15_5	ENSG00000169660	5	16	FALSE	16
chr17_82472564_82472698_+	chr17	82472564	82472698	ENSG00000141562.17_9	ENSG00000141562	9	20	FALSE	16
chr17_82568054_82568201_+	chr17	82568054	82568201	ENSG00000141568.20_4	ENSG00000141568	4	16	FALSE	16
chr17_82630921_82631022_-	chr17	82630921	82631022	ENSG00000141580.15_4	ENSG00000141580	4	14	FALSE	16
chr17_82907761_82907821_+	chr17	82907761	82907821	ENSG00000141556.20_27	ENSG00000141556	27	51	FALSE	15
chr18_178901_179037_+	chr18	178901	179037	ENSG00000101557.14_6	ENSG00000101557	6	18	FALSE	15
chr18_683246_683380_-	chr18	683246	683380	ENSG00000132199.18_13	ENSG00000132199	13	21	FALSE	12
chr18_2775734_2775924_+	chr18	2775734	2775924	ENSG00000101596.14_43	ENSG00000101596	43	51	FALSE	17
chr18_2928591_2928660_-	chr18	2928591	2928660	ENSG00000101577.9_16	ENSG00000101577	16	24	FALSE	10
chr18_3272884_3273082_+	chr18	3272884	3273082	ENSG00000118680.12_4	ENSG00000118680	4	6	FALSE	13
chr18_3449413_3450505_+	chr18	3449413	3450505	ENSG00000177426.20_6	ENSG00000177426	6	11	FALSE	11
chr18_8253227_8253414_+	chr18	8253227	8253414	ENSG00000173482.16_25	ENSG00000173482	25	42	FALSE	13
chr18_9126831_9126907_+	chr18	9126831	9126907	ENSG00000178127.12_11	ENSG00000178127	11	12	FALSE	10
chr18_9931810_9931962_+	chr18	9931810	9931962	ENSG00000101558.13_6	ENSG00000101558	6	11	FALSE	11
chr18_10468469_10468652_+	chr18	10468469	10468652	ENSG00000154856.12_2	ENSG00000154856	2	7	FALSE	10
chr18_11886499_11886621_-	chr18	11886499	11886621	ENSG00000154889.16_17	ENSG00000154889	17	18	FALSE	16
chr18_12012170_12012349_+	chr18	12012170	12012349	ENSG00000141401.11_6	ENSG00000141401	6	12	FALSE	10
chr18_12340201_12340401_-	chr18	12340201	12340401	ENSG00000141385.9_14	ENSG00000141385	14	16	FALSE	16
chr18_12955463_12955610_+	chr18	12955463	12955610	ENSG00000085415.15_5	ENSG00000085415	5	15	FALSE	13
chr18_13114130_13114251_+	chr18	13114130	13114251	ENSG00000101639.18_44	ENSG00000101639	44	47	FALSE	13
chr18_21622725_21622801_+	chr18	21622725	21622801	ENSG00000167088.10_2	ENSG00000167088	2	4	FALSE	15
chr18_23006363_23006432_+	chr18	23006363	23006432	ENSG00000101773.18_27	ENSG00000101773	27	30	FALSE	12
chr18_23509193_23509279_+	chr18	23509193	23509279	ENSG00000141452.9_6	ENSG00000141452	6	19	FALSE	14
chr18_32113745_32113860_+	chr18	32113745	32113860	ENSG00000134758.13_5	ENSG00000134758	5	9	FALSE	12
chr18_35480453_35480563_-	chr18	35480453	35480563	ENSG00000153391.15_6	ENSG00000153391	6	10	FALSE	16
chr18_36033708_36033837_-	chr18	36033708	36033837	ENSG00000141425.17_6	ENSG00000141425	6	14	FALSE	16
chr18_36170063_36170196_+	chr18	36170063	36170196	ENSG00000134759.13_27	ENSG00000134759	27	30	FALSE	17
chr18_36805374_36805502_-	chr18	36805374	36805502	ENSG00000134779.14_9	ENSG00000134779	9	18	FALSE	16
chr18_42057883_42058051_+	chr18	42057883	42058051	ENSG00000078142.12_25	ENSG00000078142	25	29	FALSE	13
chr18_46086387_46086494_-	chr18	46086387	46086494	ENSG00000152234.15_12	ENSG00000152234	12	15	FALSE	12
chr18_46118181_46118316_+	chr18	46118181	46118316	ENSG00000152240.12_6	ENSG00000152240	6	13	FALSE	13
chr18_47870473_47870564_-	chr18	47870473	47870564	ENSG00000175387.15_9	ENSG00000175387	9	17	FALSE	12
chr18_49491352_49491445_-	chr18	49491352	49491445	ENSG00000265681.7_5	ENSG00000265681	5	9	FALSE	17
chr18_50274977_50275045_-	chr18	50274977	50275045	ENSG00000141644.17_12	ENSG00000141644	12	19	FALSE	14
chr18_50286022_50286257_-	chr18	50286022	50286257	ENSG00000154832.14_5	ENSG00000154832	5	16	FALSE	16
chr18_50916168_50916243_+	chr18	50916168	50916243	ENSG00000082212.12_5	ENSG00000082212	5	18	FALSE	12
chr18_51058125_51058244_+	chr18	51058125	51058244	ENSG00000141646.13_9	ENSG00000141646	9	16	FALSE	15
chr18_54166076_54166166_-	chr18	54166076	54166166	ENSG00000134046.11_6	ENSG00000134046	6	10	FALSE	13
chr18_57620569_57620651_-	chr18	57620569	57620651	ENSG00000134440.11_2	ENSG00000134440	2	14	FALSE	10
chr18_58948067_58948229_+	chr18	58948067	58948229	ENSG00000074657.13_14	ENSG00000074657	14	22	FALSE	13
chr18_59157608_59157665_+	chr18	59157608	59157665	ENSG00000166562.8_6	ENSG00000166562	6	7	FALSE	17
chr18_62298790_62298860_+	chr18	62298790	62298860	ENSG00000134444.13_35	ENSG00000134444	35	36	FALSE	14
chr18_63983579_63983721_+	chr18	63983579	63983721	ENSG00000166401.14_5	ENSG00000166401	5	10	FALSE	12
chr18_68701745_68701790_-	chr18	68701745	68701790	ENSG00000166479.9_7	ENSG00000166479	7	22	FALSE	12
chr18_79717535_79717676_+	chr18	79717535	79717676	ENSG00000060069.16_13	ENSG00000060069	13	18	FALSE	15
chr18_79967992_79968183_+	chr18	79967992	79968183	ENSG00000226742.3_3	ENSG00000226742	3	4	FALSE	13
chr18_79988240_79988593_-	chr18	79988240	79988593	ENSG00000141759.14_4	ENSG00000141759	4	10	FALSE	12
chr18_80042135_80042219_+	chr18	80042135	80042219	ENSG00000101546.12_5	ENSG00000101546	5	7	FALSE	14
chr19_572565_572701_+	chr19	572565	572701	ENSG00000172270.18_2	ENSG00000172270	2	12	FALSE	11
chr19_807869_807902_+	chr19	807869	807902	ENSG00000011304.19_11	ENSG00000011304	11	15	FALSE	17
chr19_889638_889807_-	chr19	889638	889807	ENSG00000175221.14_5	ENSG00000175221	5	18	FALSE	16
chr19_901420_901546_-	chr19	901420	901546	ENSG00000198858.9_4	ENSG00000198858	4	9	FALSE	14
chr19_994020_994088_+	chr19	994020	994088	ENSG00000065268.10_9	ENSG00000065268	9	11	FALSE	15
chr19_1011096_1011195_-	chr19	1011096	1011195	ENSG00000182087.12_10	ENSG00000182087	10	13	FALSE	17
chr19_1058146_1058269_+	chr19	1058146	1058269	ENSG00000064687.12_38	ENSG00000064687	38	49	FALSE	10
chr19_1093904_1094078_-	chr19	1093904	1094078	ENSG00000099817.11_2	ENSG00000099817	2	10	FALSE	17
chr19_1106181_1106266_+	chr19	1106181	1106266	ENSG00000167468.16_6	ENSG00000167468	6	8	FALSE	17
chr19_1269266_1269410_+	chr19	1269266	1269410	ENSG00000099622.13_6	ENSG00000099622	6	8	FALSE	16
chr19_1367160_1367220_+	chr19	1367160	1367220	ENSG00000160953.15_10	ENSG00000160953	10	18	FALSE	12
chr19_1582622_1582712_-	chr19	1582622	1582712	ENSG00000071655.17_7	ENSG00000071655	7	10	FALSE	16
chr19_1881235_1881804_-	chr19	1881235	1881804	ENSG00000129968.15_2	ENSG00000129968	2	7	FALSE	17
chr19_1918889_1918990_+	chr19	1918889	1918990	ENSG00000227500.9_8	ENSG00000227500	8	12	FALSE	14
chr19_1990004_1990009_-	chr19	1990004	1990009	ENSG00000133243.8_11	ENSG00000133243	11	15	FALSE	17
chr19_2046186_2046283_-	chr19	2046186	2046283	ENSG00000099875.14_5	ENSG00000099875	5	13	FALSE	17
chr19_2127152_2127201_-	chr19	2127152	2127201	ENSG00000065000.15_11	ENSG00000065000	11	34	FALSE	15
chr19_2271385_2271530_+	chr19	2271385	2271530	ENSG00000104904.12_2	ENSG00000104904	2	5	FALSE	17
chr19_2344362_2344424_+	chr19	2344362	2344424	ENSG00000005206.16_15	ENSG00000005206	15	19	FALSE	17
chr19_3017840_3017859_-	chr19	3017840	3017859	ENSG00000065717.14_14	ENSG00000065717	14	26	FALSE	12
chr19_3057679_3057742_-	chr19	3057679	3057742	ENSG00000104964.14_4	ENSG00000104964	4	8	FALSE	16
chr19_3548123_3548267_-	chr19	3548123	3548267	ENSG00000161091.12_10	ENSG00000161091	10	19	FALSE	10
chr19_3575502_3575660_+	chr19	3575502	3575660	ENSG00000064961.18_5	ENSG00000064961	5	10	FALSE	13
chr19_3642907_3642939_-	chr19	3642907	3642939	ENSG00000186111.9_18	ENSG00000186111	18	23	FALSE	13
chr19_3977428_3977610_-	chr19	3977428	3977610	ENSG00000167658.15_14	ENSG00000167658	14	16	FALSE	15
chr19_4117419_4117629_-	chr19	4117419	4117629	ENSG00000126934.13_2	ENSG00000126934	2	15	FALSE	17
chr19_4179104_4179286_-	chr19	4179104	4179286	ENSG00000077463.14_4	ENSG00000077463	4	8	FALSE	15
chr19_4354949_4355021_+	chr19	4354949	4355021	ENSG00000008382.15_7	ENSG00000008382	7	10	FALSE	13
chr19_4365482_4365625_-	chr19	4365482	4365625	ENSG00000141985.9_7	ENSG00000141985	7	13	FALSE	10
chr19_4452364_4452492_-	chr19	4452364	4452492	ENSG00000167671.11_7	ENSG00000167671	7	14	FALSE	14
chr19_4499491_4499704_+	chr19	4499491	4499704	ENSG00000167674.14_15	ENSG00000167674	15	16	FALSE	13
chr19_4550123_4550272_-	chr19	4550123	4550272	ENSG00000167680.15_12	ENSG00000167680	12	17	FALSE	12
chr19_4660669_4660750_-	chr19	4660669	4660750	ENSG00000074842.7_4	ENSG00000074842	4	6	FALSE	17
chr19_4683477_4683629_-	chr19	4683477	4683629	ENSG00000142002.16_23	ENSG00000142002	23	26	FALSE	11
chr19_4844668_4844793_-	chr19	4844668	4844793	ENSG00000105355.8_8	ENSG00000105355	8	10	FALSE	12
chr19_5208237_5208391_-	chr19	5208237	5208391	ENSG00000105426.16_40	ENSG00000105426	40	44	FALSE	10
chr19_5604583_5604695_-	chr19	5604583	5604695	ENSG00000130254.11_13	ENSG00000130254	13	25	FALSE	17
chr19_5648989_5649499_+	chr19	5648989	5649499	ENSG00000160633.12_7	ENSG00000160633	7	21	FALSE	16
chr19_5679345_5679396_-	chr19	5679345	5679396	ENSG00000174917.8_4	ENSG00000174917	4	6	FALSE	11
chr19_5788357_5788398_-	chr19	5788357	5788398	ENSG00000141994.15_5	ENSG00000141994	5	13	FALSE	11
chr19_5941799_5941835_-	chr19	5941799	5941835	ENSG00000031823.14_8	ENSG00000031823	8	24	FALSE	11
chr19_6366258_6366363_+	chr19	6366258	6366363	ENSG00000125656.8_5	ENSG00000125656	5	6	FALSE	17
chr19_6420073_6420144_-	chr19	6420073	6420144	ENSG00000088247.17_7	ENSG00000088247	7	21	FALSE	14
chr19_6453981_6454088_-	chr19	6453981	6454088	ENSG00000125648.14_10	ENSG00000125648	10	18	FALSE	11
chr19_6731891_6731934_-	chr19	6731891	6731934	ENSG00000125734.15_16	ENSG00000125734	16	20	FALSE	13
chr19_6741225_6741281_+	chr19	6741225	6741281	ENSG00000125733.17_5	ENSG00000125733	5	19	FALSE	13
chr19_7527520_7527628_+	chr19	7527520	7527628	ENSG00000090674.15_5	ENSG00000090674	5	14	FALSE	12
chr19_7561014_7561110_+	chr19	7561014	7561110	ENSG00000032444.15_37	ENSG00000032444	37	39	FALSE	14
chr19_7967565_7967790_-	chr19	7967565	7967790	ENSG00000066044.14_7	ENSG00000066044	7	10	FALSE	15
chr19_8261688_8261844_+	chr19	8261688	8261844	ENSG00000090661.11_18	ENSG00000090661	18	19	FALSE	15
chr19_8303855_8304088_-	chr19	8303855	8304088	ENSG00000167775.10_3	ENSG00000167775	3	5	FALSE	14
chr19_8321656_8321703_+	chr19	8321656	8321703	ENSG00000233927.4_2	ENSG00000233927	2	5	FALSE	16
chr19_8369219_8369332_+	chr19	8369219	8369332	ENSG00000167772.11_6	ENSG00000167772	6	9	FALSE	11
chr19_8426609_8426804_+	chr19	8426609	8426804	ENSG00000099785.10_5	ENSG00000099785	5	7	FALSE	17
chr19_8474167_8474244_+	chr19	8474167	8474244	ENSG00000099783.11_11	ENSG00000099783	11	16	FALSE	13
chr19_9415654_9415742_-	chr19	9415654	9415742	ENSG00000174652.17_8	ENSG00000174652	8	9	FALSE	12
chr19_9828592_9828675_+	chr19	9828592	9828675	ENSG00000198258.10_3	ENSG00000198258	3	5	FALSE	17
chr19_9967347_9967400_-	chr19	9967347	9967400	ENSG00000080573.6_58	ENSG00000080573	58	63	FALSE	12
chr19_10116800_10116989_-	chr19	10116800	10116989	ENSG00000130811.11_7	ENSG00000130811	7	10	FALSE	13
chr19_10151750_10151847_-	chr19	10151750	10151847	ENSG00000130816.14_28	ENSG00000130816	28	48	FALSE	12
chr19_10258222_10258328_+	chr19	10258222	10258328	ENSG00000105364.13_4	ENSG00000105364	4	6	FALSE	10
chr19_10274765_10275028_+	chr19	10274765	10275028	ENSG00000090339.8_2	ENSG00000090339	2	8	FALSE	12
chr19_10310853_10310940_-	chr19	10310853	10310940	ENSG00000267673.6_4	ENSG00000267673	4	5	FALSE	11
chr19_10318229_10318372_-	chr19	10318229	10318372	ENSG00000161847.13_11	ENSG00000161847	11	12	FALSE	13
chr19_10362078_10362181_-	chr19	10362078	10362181	ENSG00000105397.13_14	ENSG00000105397	14	28	FALSE	15
chr19_10395928_10396203_-	chr19	10395928	10396203	ENSG00000105401.8_6	ENSG00000105401	6	11	FALSE	16
chr19_10557972_10558060_-	chr19	10557972	10558060	ENSG00000129347.19_14	ENSG00000129347	14	19	FALSE	11
chr19_10627722_10627795_+	chr19	10627722	10627795	ENSG00000129353.14_4	ENSG00000129353	4	25	FALSE	15
chr19_10688550_10688678_+	chr19	10688550	10688678	ENSG00000129351.17_22	ENSG00000129351	22	23	FALSE	17
chr19_10702116_10702254_+	chr19	10702116	10702254	ENSG00000213339.8_3	ENSG00000213339	3	13	FALSE	16
chr19_10805916_10805967_+	chr19	10805916	10805967	ENSG00000079805.16_21	ENSG00000079805	21	30	FALSE	12
chr19_10912184_10912294_+	chr19	10912184	10912294	ENSG00000142453.11_6	ENSG00000142453	6	16	FALSE	14
chr19_11058788_11058889_+	chr19	11058788	11058889	ENSG00000127616.17_42	ENSG00000127616	42	47	FALSE	14
chr19_11116859_11116998_+	chr19	11116859	11116998	ENSG00000130164.13_13	ENSG00000130164	13	21	FALSE	14
chr19_11345382_11345415_-	chr19	11345382	11345415	ENSG00000105518.13_3	ENSG00000105518	3	4	FALSE	14
chr19_11352057_11352133_+	chr19	11352057	11352133	ENSG00000183401.11_12	ENSG00000183401	12	15	FALSE	13
chr19_11449076_11449175_+	chr19	11449076	11449175	ENSG00000130175.9_17	ENSG00000130175	17	19	FALSE	16
chr19_11513804_11514221_-	chr19	11513804	11514221	ENSG00000130159.13_6	ENSG00000130159	6	11	FALSE	16
chr19_11947514_11947574_+	chr19	11947514	11947574	ENSG00000196757.7_3	ENSG00000196757	3	4	FALSE	13
chr19_12649341_12649428_-	chr19	12649341	12649428	ENSG00000104774.12_22	ENSG00000104774	22	28	FALSE	15
chr19_12672847_12672914_+	chr19	12672847	12672914	ENSG00000123154.11_4	ENSG00000123154	4	7	FALSE	11
chr19_12799859_12799989_-	chr19	12799859	12799989	ENSG00000167815.11_6	ENSG00000167815	6	8	FALSE	16
chr19_12878670_12878834_-	chr19	12878670	12878834	ENSG00000105612.8_3	ENSG00000105612	3	5	FALSE	14
chr19_12899468_12899957_+	chr19	12899468	12899957	ENSG00000105607.12_13	ENSG00000105607	13	17	FALSE	16
chr19_12939428_12939631_+	chr19	12939428	12939631	ENSG00000179218.13_3	ENSG00000179218	3	11	FALSE	13
chr19_12948497_12948552_+	chr19	12948497	12948552	ENSG00000179262.9_4	ENSG00000179262	4	10	FALSE	17
chr19_13090299_13090390_+	chr19	13090299	13090390	ENSG00000008441.16_13	ENSG00000008441	13	14	FALSE	13
