gene	n_exons
ENSG00000258912	6
ENSG00000258913	5
ENSG00000258914	2
ENSG00000258915	1
ENSG00000258916	3
ENSG00000258917	1
ENSG00000258918	2
ENSG00000258919	2
ENSG00000258920	2
ENSG00000258921	2
ENSG00000258922	2
ENSG00000258923	1
ENSG00000258925	1
ENSG00000258926	2
ENSG00000258927	4
ENSG00000258928	3
ENSG00000258930	1
ENSG00000258931	3
ENSG00000258932	8
ENSG00000258933	5
ENSG00000258934	1
ENSG00000258935	2
ENSG00000258938	3
ENSG00000258940	2
ENSG00000258942	4
ENSG00000258943	2
ENSG00000258944	1
ENSG00000258945	1
ENSG00000258947	10
ENSG00000258948	1
ENSG00000258949	3
ENSG00000258951	1
ENSG00000258952	2
ENSG00000258954	2
ENSG00000258955	2
ENSG00000258956	1
ENSG00000258957	6
ENSG00000258958	3
ENSG00000258959	4
ENSG00000258960	1
ENSG00000258962	2
ENSG00000258963	1
ENSG00000258965	1
ENSG00000258966	1
ENSG00000258967	1
ENSG00000258968	1
ENSG00000258969	3
ENSG00000258970	2
ENSG00000258971	1
ENSG00000258972	1
ENSG00000258975	2
ENSG00000258976	2
ENSG00000258977	3
ENSG00000258978	1
ENSG00000258979	4
ENSG00000258980	2
ENSG00000258981	1
ENSG00000258982	1
ENSG00000258983	5
ENSG00000258986	6
ENSG00000258987	4
ENSG00000258988	1
ENSG00000258990	1
ENSG00000258991	1
ENSG00000258992	6
ENSG00000258993	2
ENSG00000258994	3
ENSG00000258995	1
ENSG00000258996	1
ENSG00000258997	16
ENSG00000258998	4
ENSG00000258999	3
ENSG00000259000	1
ENSG00000259001	2
ENSG00000259002	4
ENSG00000259003	4
ENSG00000259004	2
ENSG00000259005	2
ENSG00000259006	1
ENSG00000259008	1
ENSG00000259009	2
ENSG00000259010	1
ENSG00000259011	2
ENSG00000259012	1
ENSG00000259013	1
ENSG00000259015	2
ENSG00000259016	1
ENSG00000259017	2
ENSG00000259019	1
ENSG00000259020	1
ENSG00000259021	1
ENSG00000259022	1
ENSG00000259023	2
ENSG00000259025	1
ENSG00000259026	5
ENSG00000259028	3
ENSG00000259029	1
ENSG00000259031	1
ENSG00000259032	1
ENSG00000259033	2
ENSG00000259035	4
ENSG00000259036	2
ENSG00000259038	2
ENSG00000259039	2
ENSG00000259041	3
ENSG00000259042	2
ENSG00000259043	1
ENSG00000259044	3
ENSG00000259045	1
ENSG00000259046	1
ENSG00000259047	1
ENSG00000259048	6
ENSG00000259050	2
ENSG00000259051	1
ENSG00000259054	3
ENSG00000259055	3
ENSG00000259056	1
ENSG00000259057	1
ENSG00000259058	4
ENSG00000259059	1
ENSG00000259061	3
ENSG00000259062	5
ENSG00000259064	1
ENSG00000259065	3
ENSG00000259067	3
ENSG00000259068	2
ENSG00000259069	1
ENSG00000259070	11
ENSG00000259072	4
ENSG00000259073	1
ENSG00000259074	1
ENSG00000259076	4
ENSG00000259077	3
ENSG00000259078	2
ENSG00000259079	1
ENSG00000259081	1
ENSG00000259082	2
ENSG00000259083	2
ENSG00000259086	1
ENSG00000259087	3
ENSG00000259088	2
ENSG00000259089	3
ENSG00000259090	1
ENSG00000259091	3
ENSG00000259092	2
ENSG00000259093	2
ENSG00000259094	2
ENSG00000259095	1
ENSG00000259096	2
ENSG00000259097	3
ENSG00000259098	1
ENSG00000259099	4
ENSG00000259100	1
ENSG00000259102	1
ENSG00000259103	4
ENSG00000259104	4
ENSG00000259105	2
ENSG00000259106	3
ENSG00000259107	4
ENSG00000259108	3
ENSG00000259109	1
ENSG00000259110	2
ENSG00000259111	3
ENSG00000259113	3
ENSG00000259116	3
ENSG00000259117	1
ENSG00000259118	6
ENSG00000259119	2
ENSG00000259120	3
ENSG00000259121	1
ENSG00000259122	2
ENSG00000259123	2
ENSG00000259124	4
ENSG00000259125	3
ENSG00000259126	2
ENSG00000259129	4
ENSG00000259130	4
ENSG00000259133	3
ENSG00000259134	7
ENSG00000259135	3
ENSG00000259136	1
ENSG00000259137	1
ENSG00000259138	2
ENSG00000259140	2
ENSG00000259142	2
ENSG00000259144	2
ENSG00000259146	6
ENSG00000259148	1
ENSG00000259149	2
ENSG00000259150	8
ENSG00000259151	1
ENSG00000259152	2
ENSG00000259153	3
ENSG00000259154	1
ENSG00000259155	1
ENSG00000259156	7
ENSG00000259157	1
ENSG00000259158	2
ENSG00000259160	1
ENSG00000259161	1
ENSG00000259162	10
ENSG00000259163	6
ENSG00000259165	1
ENSG00000259166	3
ENSG00000259167	1
ENSG00000259168	1
ENSG00000259169	2
ENSG00000259170	2
ENSG00000259172	3
ENSG00000259173	2
ENSG00000259175	4
ENSG00000259177	2
ENSG00000259178	3
ENSG00000259179	1
ENSG00000259180	2
ENSG00000259181	2
ENSG00000259182	3
ENSG00000259183	1
ENSG00000259186	1
ENSG00000259188	3
ENSG00000259191	1
ENSG00000259192	1
ENSG00000259194	2
ENSG00000259195	1
ENSG00000259196	2
ENSG00000259198	1
ENSG00000259199	4
ENSG00000259200	8
ENSG00000259201	5
ENSG00000259202	3
ENSG00000259203	3
ENSG00000259204	2
ENSG00000259205	3
ENSG00000259207	15
ENSG00000259208	1
ENSG00000259209	3
ENSG00000259211	3
ENSG00000259212	2
ENSG00000259213	2
ENSG00000259214	1
ENSG00000259215	2
ENSG00000259216	1
ENSG00000259217	1
ENSG00000259218	4
ENSG00000259219	2
ENSG00000259221	5
ENSG00000259222	2
ENSG00000259223	3
ENSG00000259224	2
ENSG00000259225	10
ENSG00000259227	1
ENSG00000259228	1
ENSG00000259229	1
ENSG00000259230	3
ENSG00000259231	2
ENSG00000259232	1
ENSG00000259234	5
ENSG00000259235	3
ENSG00000259236	13
ENSG00000259237	3
ENSG00000259238	2
ENSG00000259239	1
ENSG00000259240	3
ENSG00000259241	2
ENSG00000259242	2
ENSG00000259245	2
ENSG00000259246	1
ENSG00000259247	2
ENSG00000259248	12
ENSG00000259250	1
ENSG00000259251	1
ENSG00000259252	3
ENSG00000259254	2
ENSG00000259255	2
ENSG00000259256	3
ENSG00000259257	1
ENSG00000259258	1
ENSG00000259259	1
ENSG00000259261	2
ENSG00000259262	1
ENSG00000259265	2
ENSG00000259266	1
ENSG00000259267	4
ENSG00000259268	3
ENSG00000259269	4
ENSG00000259270	1
ENSG00000259271	5
ENSG00000259273	1
ENSG00000259274	2
ENSG00000259275	4
ENSG00000259276	3
ENSG00000259277	2
ENSG00000259278	3
ENSG00000259279	3
ENSG00000259280	6
ENSG00000259281	3
ENSG00000259282	5
ENSG00000259283	4
ENSG00000259284	2
ENSG00000259285	3
ENSG00000259286	1
ENSG00000259287	2
ENSG00000259289	3
ENSG00000259290	4
ENSG00000259291	3
ENSG00000259293	3
ENSG00000259294	2
ENSG00000259295	18
ENSG00000259296	3
ENSG00000259298	4
ENSG00000259299	2
ENSG00000259300	2
ENSG00000259301	1
ENSG00000259302	1
ENSG00000259303	2
ENSG00000259304	1
ENSG00000259306	3
ENSG00000259307	1
ENSG00000259308	1
ENSG00000259309	3
ENSG00000259312	2
ENSG00000259314	5
ENSG00000259315	2
ENSG00000259317	2
ENSG00000259318	1
ENSG00000259319	1
ENSG00000259320	2
ENSG00000259321	2
ENSG00000259322	3
ENSG00000259324	1
ENSG00000259326	2
ENSG00000259330	1
ENSG00000259331	2
ENSG00000259333	1
ENSG00000259334	3
ENSG00000259335	1
ENSG00000259336	2
ENSG00000259337	2
ENSG00000259338	1
ENSG00000259339	1
ENSG00000259340	1
ENSG00000259341	2
ENSG00000259342	2
ENSG00000259343	6
ENSG00000259345	15
ENSG00000259346	1
ENSG00000259347	10
ENSG00000259348	2
ENSG00000259349	5
ENSG00000259350	2
ENSG00000259351	6
ENSG00000259353	1
ENSG00000259354	10
ENSG00000259356	2
ENSG00000259358	1
ENSG00000259359	3
ENSG00000259360	2
ENSG00000259361	7
ENSG00000259362	2
ENSG00000259363	5
ENSG00000259364	3
ENSG00000259365	2
ENSG00000259366	2
ENSG00000259367	2
ENSG00000259369	1
ENSG00000259370	6
ENSG00000259372	3
ENSG00000259374	1
ENSG00000259376	2
ENSG00000259377	2
ENSG00000259378	1
ENSG00000259379	1
ENSG00000259380	4
ENSG00000259381	1
ENSG00000259383	1
ENSG00000259384	4
ENSG00000259385	2
ENSG00000259388	1
ENSG00000259389	1
ENSG00000259390	4
ENSG00000259392	1
ENSG00000259393	1
ENSG00000259394	1
ENSG00000259395	1
ENSG00000259396	2
ENSG00000259397	1
ENSG00000259398	2
ENSG00000259402	2
ENSG00000259403	3
ENSG00000259404	14
ENSG00000259405	1
ENSG00000259407	2
ENSG00000259408	2
ENSG00000259410	2
ENSG00000259411	1
ENSG00000259413	1
ENSG00000259414	4
ENSG00000259415	2
ENSG00000259416	3
ENSG00000259417	3
ENSG00000259418	4
ENSG00000259419	2
ENSG00000259420	4
ENSG00000259421	1
ENSG00000259422	4
ENSG00000259423	7
ENSG00000259424	2
ENSG00000259425	6
ENSG00000259426	5
ENSG00000259427	1
ENSG00000259428	1
ENSG00000259429	13
ENSG00000259430	5
ENSG00000259431	1
ENSG00000259432	3
ENSG00000259433	1
ENSG00000259434	3
ENSG00000259435	1
ENSG00000259436	2
ENSG00000259437	2
ENSG00000259438	2
ENSG00000259439	7
ENSG00000259440	2
ENSG00000259441	2
ENSG00000259442	2
ENSG00000259443	3
ENSG00000259444	2
ENSG00000259445	3
ENSG00000259446	4
ENSG00000259447	4
ENSG00000259448	3
ENSG00000259449	1
ENSG00000259450	2
ENSG00000259452	1
ENSG00000259453	2
ENSG00000259454	1
ENSG00000259456	2
ENSG00000259457	2
ENSG00000259458	3
ENSG00000259459	7
ENSG00000259460	1
ENSG00000259461	1
ENSG00000259462	6
ENSG00000259463	2
ENSG00000259464	1
ENSG00000259465	1
ENSG00000259466	1
ENSG00000259467	1
ENSG00000259468	3
ENSG00000259469	2
ENSG00000259470	1
ENSG00000259471	5
ENSG00000259473	2
ENSG00000259474	2
ENSG00000259475	3
ENSG00000259476	2
ENSG00000259477	1
ENSG00000259478	4
ENSG00000259479	13
ENSG00000259481	4
ENSG00000259482	3
ENSG00000259483	4
ENSG00000259485	5
ENSG00000259488	5
ENSG00000259489	1
ENSG00000259490	2
ENSG00000259493	1
ENSG00000259494	5
ENSG00000259495	5
ENSG00000259496	1
ENSG00000259498	3
ENSG00000259499	2
ENSG00000259500	1
ENSG00000259502	3
ENSG00000259503	2
ENSG00000259504	5
ENSG00000259505	2
ENSG00000259507	1
ENSG00000259508	3
ENSG00000259509	1
ENSG00000259511	4
ENSG00000259512	2
ENSG00000259513	2
ENSG00000259514	2
ENSG00000259515	2
ENSG00000259516	2
ENSG00000259517	3
ENSG00000259518	6
ENSG00000259519	2
ENSG00000259520	7
ENSG00000259521	5
ENSG00000259523	1
ENSG00000259525	2
ENSG00000259527	3
ENSG00000259528	2
ENSG00000259530	2
ENSG00000259531	1
ENSG00000259532	2
ENSG00000259533	1
ENSG00000259534	2
ENSG00000259535	2
ENSG00000259536	5
ENSG00000259538	2
ENSG00000259539	1
ENSG00000259540	2
ENSG00000259541	9
ENSG00000259542	4
ENSG00000259543	4
ENSG00000259544	2
ENSG00000259545	2
ENSG00000259547	1
ENSG00000259548	2
ENSG00000259550	1
ENSG00000259551	3
ENSG00000259553	3
ENSG00000259554	2
ENSG00000259555	2
ENSG00000259556	10
ENSG00000259557	1
ENSG00000259558	1
ENSG00000259560	6
ENSG00000259561	2
ENSG00000259562	1
ENSG00000259563	2
ENSG00000259564	3
ENSG00000259565	1
ENSG00000259569	1
ENSG00000259570	4
ENSG00000259571	1
ENSG00000259572	8
ENSG00000259573	2
ENSG00000259575	2
ENSG00000259577	2
ENSG00000259579	3
ENSG00000259581	1
ENSG00000259582	5
ENSG00000259583	7
ENSG00000259584	2
ENSG00000259585	1
ENSG00000259586	1
ENSG00000259587	2
ENSG00000259588	3
ENSG00000259589	2
ENSG00000259590	2
ENSG00000259591	3
ENSG00000259592	1
ENSG00000259593	1
ENSG00000259594	7
ENSG00000259595	4
ENSG00000259598	3
ENSG00000259600	1
ENSG00000259601	1
ENSG00000259602	4
ENSG00000259604	3
ENSG00000259608	1
ENSG00000259609	2
ENSG00000259610	2
ENSG00000259611	3
ENSG00000259612	1
ENSG00000259614	1
ENSG00000259615	2
ENSG00000259616	5
ENSG00000259617	2
ENSG00000259618	2
ENSG00000259619	1
ENSG00000259620	3
ENSG00000259621	2
ENSG00000259622	1
ENSG00000259623	1
ENSG00000259624	2
ENSG00000259626	1
ENSG00000259630	1
ENSG00000259631	2
ENSG00000259632	2
ENSG00000259633	1
ENSG00000259635	2
ENSG00000259636	3
ENSG00000259637	3
ENSG00000259639	7
ENSG00000259641	8
ENSG00000259642	2
ENSG00000259644	1
ENSG00000259645	2
ENSG00000259646	1
ENSG00000259647	1
ENSG00000259648	1
ENSG00000259649	5
ENSG00000259650	4
ENSG00000259651	1
ENSG00000259654	2
ENSG00000259656	2
ENSG00000259657	1
ENSG00000259658	5
ENSG00000259659	2
ENSG00000259660	8
ENSG00000259663	3
ENSG00000259664	5
ENSG00000259665	1
ENSG00000259666	4
ENSG00000259668	4
ENSG00000259669	7
ENSG00000259670	3
ENSG00000259671	1
ENSG00000259672	4
ENSG00000259673	13
ENSG00000259674	2
ENSG00000259675	3
ENSG00000259676	2
ENSG00000259677	1
ENSG00000259678	4
ENSG00000259680	2
ENSG00000259681	2
ENSG00000259682	2
ENSG00000259683	9
ENSG00000259685	4
ENSG00000259686	1
ENSG00000259687	3
ENSG00000259688	1
ENSG00000259690	1
ENSG00000259691	1
ENSG00000259692	4
ENSG00000259694	2
ENSG00000259695	1
ENSG00000259696	1
ENSG00000259697	4
ENSG00000259698	3
ENSG00000259699	1
ENSG00000259700	2
ENSG00000259701	2
ENSG00000259702	2
ENSG00000259703	5
ENSG00000259704	2
ENSG00000259705	2
ENSG00000259706	1
ENSG00000259707	1
ENSG00000259708	4
ENSG00000259709	6
ENSG00000259710	1
ENSG00000259711	2
ENSG00000259712	2
ENSG00000259713	2
ENSG00000259717	2
ENSG00000259719	7
ENSG00000259720	3
ENSG00000259721	2
ENSG00000259722	2
ENSG00000259723	4
ENSG00000259724	11
ENSG00000259725	2
ENSG00000259726	7
ENSG00000259727	2
ENSG00000259728	6
ENSG00000259730	2
ENSG00000259731	4
ENSG00000259732	1
ENSG00000259734	2
ENSG00000259735	2
ENSG00000259736	6
ENSG00000259737	6
ENSG00000259738	2
ENSG00000259740	2
ENSG00000259742	5
ENSG00000259743	2
ENSG00000259744	2
ENSG00000259746	1
ENSG00000259747	5
ENSG00000259749	3
ENSG00000259750	1
ENSG00000259751	1
ENSG00000259754	3
ENSG00000259755	2
ENSG00000259756	4
ENSG00000259757	2
ENSG00000259759	2
ENSG00000259760	2
ENSG00000259761	2
ENSG00000259762	2
ENSG00000259763	2
ENSG00000259764	3
ENSG00000259767	2
ENSG00000259768	5
ENSG00000259769	1
ENSG00000259770	1
ENSG00000259771	2
ENSG00000259772	6
ENSG00000259773	2
ENSG00000259774	4
ENSG00000259775	1
ENSG00000259776	1
ENSG00000259779	2
ENSG00000259780	1
ENSG00000259781	1
ENSG00000259782	1
ENSG00000259783	3
ENSG00000259786	20
ENSG00000259788	1
ENSG00000259789	1
ENSG00000259790	1
ENSG00000259791	1
ENSG00000259792	2
ENSG00000259793	1
ENSG00000259797	2
ENSG00000259798	2
ENSG00000259800	1
ENSG00000259802	1
ENSG00000259803	10
ENSG00000259804	1
ENSG00000259805	2
ENSG00000259807	2
ENSG00000259810	1
ENSG00000259814	1
ENSG00000259815	2
ENSG00000259817	4
ENSG00000259818	1
ENSG00000259819	3
ENSG00000259820	1
ENSG00000259821	3
ENSG00000259822	1
ENSG00000259823	10
ENSG00000259826	1
ENSG00000259828	1
ENSG00000259831	1
ENSG00000259832	1
ENSG00000259833	4
ENSG00000259834	1
ENSG00000259836	1
ENSG00000259837	2
ENSG00000259838	2
ENSG00000259839	1
ENSG00000259840	2
ENSG00000259841	11
ENSG00000259842	2
ENSG00000259843	2
ENSG00000259844	2
ENSG00000259845	16
ENSG00000259846	5
ENSG00000259847	4
ENSG00000259848	11
ENSG00000259849	1
ENSG00000259852	2
ENSG00000259854	2
ENSG00000259855	1
ENSG00000259856	1
ENSG00000259859	2
ENSG00000259861	2
ENSG00000259862	2
ENSG00000259863	1
ENSG00000259864	1
ENSG00000259865	1
ENSG00000259866	1
ENSG00000259867	15
ENSG00000259868	8
ENSG00000259869	1
ENSG00000259870	1
ENSG00000259871	1
ENSG00000259873	1
ENSG00000259874	1
ENSG00000259876	2
ENSG00000259877	1
ENSG00000259878	4
ENSG00000259881	7
ENSG00000259882	11
ENSG00000259883	4
ENSG00000259884	1
ENSG00000259887	3
ENSG00000259889	1
ENSG00000259890	3
ENSG00000259891	1
ENSG00000259892	1
ENSG00000259895	1
ENSG00000259897	4
ENSG00000259899	2
ENSG00000259904	1
ENSG00000259905	24
ENSG00000259906	3
ENSG00000259907	1
ENSG00000259909	5
ENSG00000259910	2
ENSG00000259912	2
ENSG00000259914	1
ENSG00000259915	1
ENSG00000259916	7
ENSG00000259917	1
ENSG00000259918	1
ENSG00000259920	1
ENSG00000259921	1
ENSG00000259922	1
ENSG00000259924	1
ENSG00000259925	6
ENSG00000259926	2
ENSG00000259928	1
ENSG00000259929	4
ENSG00000259931	1
ENSG00000259932	2
ENSG00000259933	4
ENSG00000259934	1
ENSG00000259935	2
ENSG00000259937	1
ENSG00000259940	3
ENSG00000259941	1
ENSG00000259943	1
ENSG00000259944	3
ENSG00000259946	1
ENSG00000259947	2
ENSG00000259950	1
ENSG00000259952	1
ENSG00000259953	2
ENSG00000259954	3
ENSG00000259956	2
ENSG00000259957	1
ENSG00000259959	1
ENSG00000259961	2
ENSG00000259962	4
ENSG00000259963	1
ENSG00000259964	8
ENSG00000259966	13
ENSG00000259967	2
ENSG00000259968	1
ENSG00000259969	1
ENSG00000259971	1
ENSG00000259972	4
ENSG00000259974	7
ENSG00000259977	3
ENSG00000259978	1
ENSG00000259979	1
ENSG00000259981	2
ENSG00000259982	2
ENSG00000259983	1
ENSG00000259984	1
ENSG00000259985	2
ENSG00000259986	6
ENSG00000259987	1
ENSG00000259989	3
ENSG00000259990	2
ENSG00000259993	1
ENSG00000259994	1
ENSG00000259995	3
ENSG00000259996	1
ENSG00000259997	2
ENSG00000259998	2
ENSG00000259999	2
ENSG00000260000	1
ENSG00000260001	6
ENSG00000260003	5
ENSG00000260004	2
ENSG00000260005	9
ENSG00000260008	1
ENSG00000260009	2
ENSG00000260010	1
ENSG00000260011	2
ENSG00000260012	2
ENSG00000260014	1
ENSG00000260015	2
ENSG00000260017	2
ENSG00000260018	1
ENSG00000260019	4
ENSG00000260021	1
ENSG00000260022	2
ENSG00000260024	1
ENSG00000260025	1
ENSG00000260026	2
ENSG00000260027	4
ENSG00000260029	2
ENSG00000260030	2
ENSG00000260031	1
ENSG00000260032	1
ENSG00000260033	1
ENSG00000260034	2
ENSG00000260035	1
ENSG00000260036	1
ENSG00000260037	3
ENSG00000260038	2
ENSG00000260041	3
ENSG00000260042	2
ENSG00000260046	1
ENSG00000260047	4
ENSG00000260048	2
ENSG00000260051	2
ENSG00000260052	2
ENSG00000260053	1
ENSG00000260057	4
ENSG00000260058	4
ENSG00000260059	1
ENSG00000260060	1
ENSG00000260062	14
ENSG00000260063	2
ENSG00000260064	1
ENSG00000260066	1
ENSG00000260067	1
ENSG00000260068	1
ENSG00000260070	1
ENSG00000260071	6
ENSG00000260072	2
ENSG00000260073	2
ENSG00000260075	13
ENSG00000260077	1
ENSG00000260078	6
ENSG00000260081	2
ENSG00000260082	2
ENSG00000260083	6
ENSG00000260084	2
ENSG00000260086	7
ENSG00000260087	1
ENSG00000260088	3
ENSG00000260089	1
ENSG00000260090	1
ENSG00000260091	1
ENSG00000260093	1
ENSG00000260094	1
ENSG00000260095	1
ENSG00000260096	2
ENSG00000260097	8
ENSG00000260100	1
ENSG00000260101	1
ENSG00000260102	2
ENSG00000260103	5
ENSG00000260104	1
ENSG00000260105	5
ENSG00000260109	3
ENSG00000260112	1
ENSG00000260113	1
ENSG00000260114	1
ENSG00000260115	3
ENSG00000260118	1
ENSG00000260120	3
ENSG00000260121	4
ENSG00000260123	4
ENSG00000260125	5
ENSG00000260126	3
ENSG00000260128	7
ENSG00000260131	1
ENSG00000260132	2
ENSG00000260133	5
ENSG00000260134	1
ENSG00000260135	8
ENSG00000260136	4
ENSG00000260137	1
ENSG00000260139	7
ENSG00000260141	6
ENSG00000260142	1
ENSG00000260144	11
ENSG00000260145	2
ENSG00000260146	1
ENSG00000260147	1
ENSG00000260148	2
ENSG00000260151	2
ENSG00000260152	1
ENSG00000260153	1
ENSG00000260156	2
ENSG00000260157	3
ENSG00000260158	4
ENSG00000260159	3
ENSG00000260160	2
ENSG00000260161	1
ENSG00000260162	1
ENSG00000260163	1
ENSG00000260165	1
ENSG00000260166	2
ENSG00000260167	2
ENSG00000260171	1
ENSG00000260172	4
ENSG00000260173	1
ENSG00000260174	2
ENSG00000260176	2
ENSG00000260177	2
ENSG00000260179	1
ENSG00000260182	2
ENSG00000260183	2
ENSG00000260184	1
ENSG00000260185	2
ENSG00000260186	6
ENSG00000260187	1
ENSG00000260188	1
ENSG00000260190	1
ENSG00000260192	4
ENSG00000260193	2
ENSG00000260194	2
ENSG00000260196	1
ENSG00000260197	1
ENSG00000260198	2
ENSG00000260201	4
ENSG00000260202	2
ENSG00000260205	1
ENSG00000260206	3
ENSG00000260207	1
ENSG00000260209	1
ENSG00000260211	1
ENSG00000260212	2
ENSG00000260213	6
ENSG00000260217	1
ENSG00000260218	1
ENSG00000260219	2
ENSG00000260220	28
ENSG00000260223	5
ENSG00000260224	1
ENSG00000260228	5
ENSG00000260229	1
ENSG00000260230	5
ENSG00000260231	1
ENSG00000260232	4
ENSG00000260233	1
ENSG00000260235	1
ENSG00000260236	1
ENSG00000260237	2
ENSG00000260239	2
ENSG00000260240	7
ENSG00000260242	2
ENSG00000260244	1
ENSG00000260246	1
ENSG00000260247	2
ENSG00000260249	3
ENSG00000260251	2
ENSG00000260252	1
ENSG00000260253	1
ENSG00000260254	1
ENSG00000260255	2
ENSG00000260256	1
ENSG00000260257	1
ENSG00000260258	1
ENSG00000260259	3
ENSG00000260260	2
ENSG00000260261	1
ENSG00000260262	1
ENSG00000260264	6
ENSG00000260265	4
ENSG00000260266	4
ENSG00000260267	2
ENSG00000260268	3
ENSG00000260271	6
ENSG00000260273	1
ENSG00000260274	2
ENSG00000260275	1
ENSG00000260276	5
ENSG00000260277	4
ENSG00000260278	1
ENSG00000260279	3
ENSG00000260281	5
ENSG00000260282	1
ENSG00000260284	4
ENSG00000260285	1
ENSG00000260286	2
ENSG00000260287	14
ENSG00000260288	5
ENSG00000260289	2
ENSG00000260290	1
ENSG00000260291	2
ENSG00000260293	1
ENSG00000260296	1
ENSG00000260298	1
ENSG00000260300	3
ENSG00000260302	1
ENSG00000260303	1
ENSG00000260304	3
ENSG00000260305	4
ENSG00000260306	1
ENSG00000260307	2
ENSG00000260308	1
ENSG00000260310	2
ENSG00000260311	2
ENSG00000260312	3
ENSG00000260314	30
ENSG00000260316	3
ENSG00000260317	1
ENSG00000260318	1
ENSG00000260322	1
ENSG00000260325	1
ENSG00000260326	1
ENSG00000260327	1
ENSG00000260328	1
ENSG00000260329	1
ENSG00000260331	1
ENSG00000260332	1
ENSG00000260335	2
ENSG00000260337	1
ENSG00000260338	4
ENSG00000260339	1
ENSG00000260340	3
ENSG00000260341	1
ENSG00000260343	2
ENSG00000260344	1
ENSG00000260347	1
ENSG00000260348	2
ENSG00000260350	1
ENSG00000260351	2
ENSG00000260352	2
ENSG00000260357	2
ENSG00000260360	1
ENSG00000260361	1
ENSG00000260362	2
ENSG00000260364	3
ENSG00000260366	1
ENSG00000260367	3
ENSG00000260368	1
ENSG00000260369	1
ENSG00000260370	3
ENSG00000260372	17
ENSG00000260375	3
ENSG00000260377	1
ENSG00000260378	5
ENSG00000260379	2
ENSG00000260381	3
ENSG00000260382	1
ENSG00000260385	1
ENSG00000260386	9
ENSG00000260387	2
ENSG00000260388	1
ENSG00000260389	1
ENSG00000260390	2
ENSG00000260392	11
ENSG00000260393	2
ENSG00000260394	2
ENSG00000260395	2
ENSG00000260398	1
ENSG00000260399	4
ENSG00000260400	1
ENSG00000260401	1
ENSG00000260402	2
ENSG00000260403	2
ENSG00000260404	10
ENSG00000260405	1
ENSG00000260406	2
ENSG00000260409	2
ENSG00000260410	2
ENSG00000260411	3
ENSG00000260412	1
ENSG00000260413	5
ENSG00000260414	1
ENSG00000260416	1
ENSG00000260417	1
ENSG00000260418	1
ENSG00000260419	1
ENSG00000260420	3
ENSG00000260422	1
ENSG00000260423	4
ENSG00000260425	2
ENSG00000260426	1
ENSG00000260427	1
ENSG00000260428	2
ENSG00000260430	3
ENSG00000260431	1
ENSG00000260433	2
ENSG00000260436	2
ENSG00000260438	2
ENSG00000260439	5
ENSG00000260440	3
ENSG00000260441	2
ENSG00000260442	1
ENSG00000260443	1
ENSG00000260444	1
ENSG00000260445	1
ENSG00000260447	3
ENSG00000260448	5
ENSG00000260450	3
ENSG00000260451	2
ENSG00000260452	1
ENSG00000260454	3
ENSG00000260455	1
ENSG00000260456	15
ENSG00000260457	2
ENSG00000260458	3
ENSG00000260459	1
ENSG00000260460	1
ENSG00000260461	1
ENSG00000260464	1
ENSG00000260465	1
ENSG00000260466	2
ENSG00000260467	6
ENSG00000260468	2
ENSG00000260469	3
ENSG00000260470	1
ENSG00000260471	1
ENSG00000260472	1
ENSG00000260473	8
ENSG00000260475	1
ENSG00000260476	1
ENSG00000260477	10
ENSG00000260478	5
ENSG00000260479	3
ENSG00000260480	1
ENSG00000260483	1
ENSG00000260484	1
ENSG00000260487	2
ENSG00000260488	2
ENSG00000260490	1
ENSG00000260492	4
ENSG00000260493	3
ENSG00000260494	2
ENSG00000260495	1
ENSG00000260496	9
ENSG00000260497	1
ENSG00000260498	3
ENSG00000260500	2
ENSG00000260504	2
ENSG00000260505	1
ENSG00000260507	2
ENSG00000260509	1
ENSG00000260510	2
ENSG00000260511	3
ENSG00000260514	1
ENSG00000260515	2
ENSG00000260516	3
ENSG00000260517	4
ENSG00000260518	8
ENSG00000260519	1
ENSG00000260520	3
ENSG00000260521	2
ENSG00000260522	1
ENSG00000260524	1
ENSG00000260525	2
ENSG00000260526	1
ENSG00000260528	18
ENSG00000260530	2
ENSG00000260532	1
ENSG00000260536	2
ENSG00000260540	3
ENSG00000260541	2
ENSG00000260542	1
ENSG00000260545	2
ENSG00000260549	3
ENSG00000260550	2
ENSG00000260551	3
ENSG00000260552	1
ENSG00000260555	2
ENSG00000260558	2
ENSG00000260563	1
ENSG00000260564	1
ENSG00000260565	4
ENSG00000260568	3
ENSG00000260569	2
ENSG00000260570	1
ENSG00000260571	2
ENSG00000260572	1
ENSG00000260573	6
ENSG00000260574	1
ENSG00000260575	2
ENSG00000260576	1
ENSG00000260577	3
ENSG00000260578	1
ENSG00000260580	2
ENSG00000260581	2
ENSG00000260582	1
ENSG00000260583	1
ENSG00000260584	1
ENSG00000260585	1
ENSG00000260586	3
ENSG00000260588	1
ENSG00000260589	1
ENSG00000260592	4
ENSG00000260593	2
ENSG00000260594	3
ENSG00000260595	1
ENSG00000260596	6
ENSG00000260597	1
ENSG00000260598	4
ENSG00000260599	5
ENSG00000260600	1
ENSG00000260601	2
ENSG00000260602	1
ENSG00000260603	1
ENSG00000260604	1
ENSG00000260605	4
ENSG00000260608	2
ENSG00000260610	1
ENSG00000260611	1
ENSG00000260612	1
ENSG00000260613	2
ENSG00000260614	3
ENSG00000260615	1
ENSG00000260616	3
ENSG00000260617	3
ENSG00000260618	5
ENSG00000260619	1
